UUID;Version;Name;Kategorie;Typ;Bezugsgroesse;Bezugseinheit;Referenzfluss-UUID;Referenzfluss-Name;Schuettdichte (kg/m3);Flaechengewicht (kg/m2);Rohdichte (kg/m3);Schichtdicke (m);Ergiebigkeit (m2);Laengengewicht (kg/m);Umrechungsfaktor auf 1kg;Modul;GWP;ODP;POCP;AP;EP;ADPE;ADPF;PERE;PERM;PERT;PENRE;PENRM;PENRT;SM;RSF;NRSF;FW;HWD;NHWD;RWD;CRU;MFR;MER;EEE;EET;Modul;GWP;ODP;POCP;AP;EP;ADPE;ADPF;PERE;PERM;PERT;PENRE;PENRM;PENRT;SM;RSF;NRSF;FW;HWD;NHWD;RWD;CRU;MFR;MER;EEE;EET;Modul;GWP;ODP;POCP;AP;EP;ADPE;ADPF;PERE;PERM;PERT;PENRE;PENRM;PENRT;SM;RSF;NRSF;FW;HWD;NHWD;RWD;CRU;MFR;MER;EEE;EET;Modul;GWP;ODP;POCP;AP;EP;ADPE;ADPF;PERE;PERM;PERT;PENRE;PENRM;PENRT;SM;RSF;NRSF;FW;HWD;NHWD;RWD;CRU;MFR;MER;EEE;EET;Modul;GWP;ODP;POCP;AP;EP;ADPE;ADPF;PERE;PERM;PERT;PENRE;PENRM;PENRT;SM;RSF;NRSF;FW;HWD;NHWD;RWD;CRU;MFR;MER;EEE;EET
023f3b97-976a-41c4-b0f1-5357b9dc5b3e;00.03.000;Automatische Drehflügeltürantriebe ED 100 und ED 250;Komponenten von Fenstern und Vorhangfassaden / Antriebssysteme / elektrisch;specific dataset;1;null;7697fcab-f861-25a1-a48a-80f5fc19a91c;ED 100 und ED 250;;;;;;;;B6;394;2,93E-07;0,115;1,98;0,108;6,24E-05;4390;1480;4,14E-08;1480;7020;0;7020;0;0,0926;0,967;1330;0;1630;1,05;0;0;0;0;0
3d681712-89e7-4605-8b68-cb0c42a94376;00.02.000;Automatische Faltflügeltür FFT FLEX Green;Komponenten von Fenstern und Vorhangfassaden / Antriebssysteme / elektrisch;representative dataset;1;null;477ff2ed-58d4-f255-e037-f8c51c74492e;Automatische Faltflügeltür FFT FLEX Green;;44,8;;;;;;B6;1110;8,23E-07;0,325;5,57;0,303;0,000175;12300;4150;1,16E-07;4150;19700;0;19700;0;0,26;2,72;3740;0;4580;2,95;0;0;0;0;0
693b9115-f1fc-4dfd-8d62-f36eb3cd0a0e;00.03.000;Automatische Schiebetüranlage ST FLEX;Komponenten von Fenstern und Vorhangfassaden / Antriebssysteme / elektrisch;representative dataset;1;null;3a4e968c-c1aa-03dc-46e6-d899970a1810;ST FLEX;;0,003156;;;;;35,13;B6;1030;7,65E-07;0,301;5,17;0,281;0,000163;11400;3850;1,08E-07;3850;18300;0;18300;0;0,242;2,52;3480;0;4250;2,74;0;0;0;0;0
4e6f6d54-ac98-4f1c-a042-3de2710d2bb8;00.03.000;Automatische Schiebetüranlage ST FLEX Green;Komponenten von Fenstern und Vorhangfassaden / Antriebssysteme / elektrisch;representative dataset;1;null;ee9e7006-9073-cb87-bca2-2c037f59acd4;ST FLEX Green;;34,1;;;;;0,00325;B6;1000;7,1E-07;0,192;2,79;0,249;0,00031;10800;4880;1,61E-07;4880;17400;0;17400;0;0;0;3440;0;4240;2,63;0;0;0;0;0
f566e363-0724-4bf9-864c-b6ed3911f60f;00.06.000;Modulares Automatik-Antriebssystem für Schiebetüren ES 200 Produktfamilie;Komponenten von Fenstern und Vorhangfassaden / Antriebssysteme / elektrisch;specific dataset;1;pcs.;ec1e2723-122f-7d1c-7395-58eeecaf366d;Modulares Automatik-Antriebssystem für Schiebetüren ES 200 Produktfamilie ;;;;;;;;B6;781;5,82E-07;0,229;3,93;0,214;0,000124;8710;2930;8,22E-08;2930;13900;0;13900;0;0,184;1,92;2640;0;3230;2,09;0;0;0;0;0
b3cff98b-5067-4e82-a76f-b2ce058665d0;00.01.000;TensoSky®-System with Fluon® ETFE-FILM;Kunststoffe / Folien und Vliese / Technische Textilien;average dataset;1;qm;fd06dc48-9622-7344-e76b-e02fdae613e0;Taiyo ETFE construction element TensoSky / 1 m²;;;1750;;;;0,2545;B6;0,108;4,8E-13;1,92E-05;0,000306;2,87E-05;5,73E-08;1,15;0,741;0;0,741;1,97;0;1,97;0;0;0;0,00101;9,25E-10;0,00139;0,000327;0;0;0;0;0
ffeaa284-6f4a-452d-81c9-de28ab3b1dd7;20.19.120;Strom-Mix-Szenario 2040;Sonstige / Energieträger - Bereitstellung frei Verbraucher / Strom;generic dataset;3,5999999046325684;MJ;890a70b7-b677-4e2a-8a1b-7d017e0a10ae;Strom;;;;;;;;B6;0,413594;4,04972E-14;4,64895E-05;0,000555863;0,000112633;3,52745E-07;4,497;6,2998;0;6,2998;4,69911;0;4,69911;0;0;0;0,00155488;5,13098E-09;0,00562635;7,90205E-05;0;0;0;0;0
e82b43d5-1eba-4f55-b12f-4f2a3f55d380;20.19.120;Photovoltaiksystem 1200 kWh/m²*a;Sonstige / Energieträger - Bereitstellung frei Verbraucher / Strom;generic dataset;1;qm;860e94ae-a1de-476b-b3c5-784809f525f7;Photovoltaiksystem;;;;;;;;A1-A3;296,686;2,19646E-09;0,103487;1,10572;0,0860934;0,012604;3419,11;993,501;0;993,501;3912,58;0;3912,58;0;0;0;2,28787;3,52012E-05;22,8539;0,195167;0;0;0;0;0;B6;0;0;0;0;0;0;0;95040;0;95040;0;0;0;0;0;0;0;0;0;0;0;0;0;9568,34;0;C3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,73;0;0;0;C4;12,1364;1,10324E-13;0,00196459;0,0272492;0,00524616;1,18604E-06;66,5234;20,2575;0;20,2575;73,021;0;73,021;0;0;0;0,032663;1,59697E-07;15,9039;0,00257428;0;0;0;10,3851;23,8614;D;-1321,64;-6,01513E-11;-0,138549;-1,73583;-0,310003;-0,00788485;-13249,2;-10913,1;0;-10913,1;-16594,5;0;-16594,5;0;0;0;-5,25054;-1,15258E-05;-10,7491;-1,32512;0;0;0;0;0
e26920b5-c0df-4feb-95a3-d6d38fe7871e;20.19.120;Flüssiggas;Sonstige / Energieträger - Bereitstellung frei Verbraucher / Flüssiggas;generic dataset;1;kg;a42c6bf5-e4e8-4469-9aef-208ee08c3cb6;Flüssiggas (LPG, 70 % Propan, 30 % Butan);;;;;;;;B6;0,735131;1,42006E-15;0,000298503;0,00180637;0,000136472;1,4469E-07;52,9933;0,281921;0;0,281921;53,127;0;53,127;0;0;0;0,000332948;6,51801E-09;0,00733196;5,27998E-05;0;0;0;0;0
e114e6be-30fc-4cce-9e27-d7f8232384cf;20.19.120;Strom-Mix-Szenario 2030;Sonstige / Energieträger - Bereitstellung frei Verbraucher / Strom;generic dataset;3,5999999046325684;MJ;890a70b7-b677-4e2a-8a1b-7d017e0a10ae;Strom;;;;;;;;B6;0,502802;3,88283E-14;5,11019E-05;0,000631873;0,000116061;3,28745E-07;5,10394;5,67643;0;5,67643;5,30758;0;5,30758;0;0;0;0,00167395;4,84428E-09;0,00560505;7,97647E-05;0;0;0;0;0
