UUID;Version;Name;Kategorie;Typ;Bezugsgroesse;Bezugseinheit;Referenzfluss-UUID;Referenzfluss-Name;Schuettdichte (kg/m3);Flaechengewicht (kg/m2);Rohdichte (kg/m3);Schichtdicke (m);Ergiebigkeit (m2);Laengengewicht (kg/m);Umrechungsfaktor auf 1kg; A1-A3 existing; C3 existing; C4 existing; D existing;life span;
826fa2c2-c691-4844-83d3-aea0e8a54bcd;20.19.120;Dachziegel;Mineralische Baustoffe / Steine und Elemente / Dachziegel;generic dataset;1;qm;897539a2-8ce3-41cb-9786-1fd0fe7cd8b1;"Dachziegel (m2) Additional Info from Xml: Die Lebenszyklusanalyse von Dachziegeln umfasst die Lebenswegabschnitte cradle to gate, d.h. die Herstellung von Roh- und Hilfsstoffen sind ebenso berücksichtigt wie die Dachziegel-Produktion inkl. Werksbetrieb. Als Rohstoff dient vorrangig Ton. Die Systemgrenze bildet das versandfertige Produkt am Werkstor. Transporte vom Werk zur Baustelle sind nicht berücksichtigt und müssen bei Systembetrachtungen eingerechnet werden. Hintergrundsystem:Strom: Die Stromerzeugung wird entsprechend der länderspezifischen Randbedingungen modelliert. Die landesspezifische Analyse beinhaltet:1.: Spezifische Kraftwerke der verschiedenen fossilen Energieträger und der Einsatz erneuerbarer Energien sind entsprechend der länderspezifischen Energieträgermixe modelliert. Die Analyse bezieht Stromimporte aus den Nachbarländern, Transmissions-und Verteilungsverluste und den Eigenverbrauch im Kraftwerk und bei der Verteilung bzw. Speicherung, z. B. durch Pumpspeicherwerke, ein.2.: Die landes-/regionalspezifischen Technologiestandards sowie die Erzeugung in Elektrizitätskraftwerken und/oder in speziellen Kraftwerken mit Kraft-Wärme-Kopplung (KWK) sind berücksichtigt. 3.: Die länderspezifische Energieträgerbereitstellung (mit Anteil der Importe und/oder Eigenversorgung) einschließlich der Energieträger-Eigenschaften (z. B. Elementar- und Energiegehalte) werden berücksichtigt. 4.: Die Förderung, Produktion, Verarbeitung und Transportprozesse werden entsprechend der Situation im jeweiligen Stromerzeugerland modelliert. Die unterschiedlichen Produktions- und Verarbeitungsverfahren (Emissionen und Wirkungsgrade) in den verschiedenen Energieerzeugerländern werden einbezogen, z. B. Rohöl-Veredelungsverfahren oder Abfackel-Raten an den Ölplattformen.Thermische Energie, Prozessdampf: Die Erzeugung von Dampf und thermischer Energie in Heizkraftwerken wird entsprechend der landesspezifischen Situation (Emissionsgrenzwerte, Energieträgerbasis) modelliert.Der Wirkungsgrad für die thermische Energieerzeugung beträgt per Definition 100% des Energieträgereinsatzes. Für Prozessdampf liegt der Wirkungsgrad im Bereich von 85-95%. Die zur Heizenergie-Erzeugung verwendeten Energieträger werden entsprechend der nationalen Situation modelliert (siehe Kapitel Strom oben).Transporte: Alle relevanten und bekannten Transportprozesse in Form von See- und Binnenschiffsverkehr sowie Bahn-, Lkw- und der Leitungstransport sind enthalten.Energieträger: Die Energieträger werden entsprechend der spezifischen Versorgungslage modelliert (siehe Kapitel Strom oben). Raffinerieprodukte: Diesel, Benzin, technische Gase, Heizöl, Schmierstoffe und Rückstände, wie Bitumen, werden mit einem parametrierten länderspezifische Raffineriemodell modelliert. Das Raffinerie-Modell bezieht die länderspezifischen Veredelungsverfahren (z. B. Emissionspegel, interner Energieverbrauch etc.) und das länderspezifische Produktspektrum ein, das sich je nach Land stark unterscheiden kann. Die Rohöl-Förderung wird gemäß der länderspezifischen Situation mit den jeweiligen Energieträger-Eigenschaften modelliert.""";;45;;;;;;true;true;false;true;50;wie die anderen Dachziegel
00914cfd-da94-4837-92c3-9133c36c4410;00.00.011;Rahmenlose Schiebefenster - Skyframe AG - Sky-Frame 2;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Transparente Füllungen;representative dataset;1;qm;7888c6be-867b-48d1-bbc9-9e76c8b22ad6;Rahmenlose Schiebefenster - Skyframe AG - Sky-Frame 2 Additional Info from Xml: Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien der Herstellung der Vorprodukte bis hin zur Rohstoffgewinnung und Verarbeitungsprozesse von als Input dienenden Sekundärstoffen (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung von allen Hilfs- und Betriebsstoffen, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Restabfälle während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden.;;35,8;;;;;;true;false;false;false;30;wie 3-fach Verglasung
6c653c09-ee1d-46d5-ba53-47475768a341;00.00.012;Rahmenlose Schiebefenster - Skyframe AG - Sky-Frame 3;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Transparente Füllungen;representative dataset;1;qm;5e0e2a9b-2fb4-43fc-9c88-9425bdf51903;Rahmenlose Schiebefenster - Skyframe AG - Sky-Frame 3 Additional Info from Xml: Die Ökobilanzergebnisse umfassen die Lebenszyklusstadien der Herstellung der Vorprodukte bis hin zur Rohstoffgewinnung und Verarbeitungsprozesse von als Input dienenden Sekundärstoffen (z.B. Recyclingprozesse), deren Transporte zum Werk sowie die Produktion selbst, einschließlich der Bereitstellung von allen Hilfs- und Betriebsstoffen, Energie, sowie die vollständige Abfallbehandlung oder die Deponierung der Restabfälle während des Stadiums der Produktion. Die Module A1, A2 und A3 sind hier als ein aggregiertes Modul A1-A3 ausgewiesen. Falls für diesen Datensatz weitere Module berechnet wurden, sind diese separat zu finden und können für eine Betrachtung des gesamten Lebenszyklus zusammengeführt werden.;;52,6;;;;;;true;false;false;false;30;wie 3-fach Verglasung
feb12984-1266-4082-9127-c26b938e771f;00.04.000;KLH Massivholzplatten (Kreuzlagenholz);Holz / Vollholz / Brettschichtholzplatte;specific dataset;1;m3;5e6da674-1a9e-b72b-24e3-ad03cdb7ae59;Kreuzlagenholz;;;480;;;;0,0020833;true;true;false;true;100;wie 3-Schichtplatte
1b3f2d93-96a8-4f4f-a0fe-0ed5b11c7c8d;00.01.000;Estrichmörtel-Calciumsulfatestrich;Mineralische Baustoffe / Mörtel und Beton / Estrich trocken;average dataset;1;m3;3a70c1dc-2658-1283-693b-3518eaf5a838;1 kg Estrichmörtel-Calciumsulfatestrich Additional Info from Xml: In der Graphik ist der Herstellungsprozess dargestellt. Mineralische Estrichmörtel werden in Mischwerken in folgenden Arbeitsschritten hergestellt: Füllen der Vorrats- bzw. Wägebehälter, Förderung der Einsatzstoffe/des Mischgutes in den Mischer, Mischen, Förderung des Fertigproduktes, Verpackung, Verladung des Fertigproduktes und Auslieferung. Die Rohstoffe – Sand, Bindemittel, Hilfsstoffe, Zusatzmittel und -stoffe (siehe Grundstoffe) – werden im Herstellwerk in Silos gelagert. Aus den Silos werden die Rohstoffe entsprechend der jeweiligen Rezeptur gravimetrisch dosiert und intensiv miteinander vermischt. Anschließend wird das Mischgut abgepackt und entweder als Werk-Trockenmörtel trocken in Gebinden oder Silos oder als Werk-Frischmörtel fertig gemischt mit Wasser ausgeliefert. Graphik 1: Herstellungsprozess (grün: Input, rot: Input der verschiedenen Sorten, blau: Einheitsprozess) Deklarierte Einheit: Abhängig von den technischen Daten, den eingesetzten Grund- und Hilfsstoffen und der praktischen Anwendung werden Estrichmörtel in die Produktgruppen Zementestrich und Calciumsulfatestrich unterteilt.  Diese Deklaration bezieht sich auf die Herstellung von einem Kilogramm typischer Estrichmörtel der Produktgruppe Calciumsulfatestrich. Es werden sowohl Frisch- als auch Trockenmörtel betrachtet. Auch bei Frischmörtelprodukten wird die deklarierte Einheit auf 1 kg Trockenmasse bezogen, um die Vergleichbarkeit zu gewährleisten.;;;1500;;;;;true;false;true;true;80;wie der andere CS-Estrich
de0c1710-057b-46ff-b6da-9fb26c113fa3;00.02.000;FW 50 BF.HI;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium;average dataset;1;qm;6e1f831e-055c-b539-bee0-3dfae46ea64f;FW 50 BF.HI B x H: 3050 mm x 3050 mm Additional Info from Xml: Die oberflächenbehandelten Aluminiumprofile werden auf Maß geschnitten und für die entsprechende Rahmengröße konfektioniert. Der dabei entstehende Verschnitt an Aluminiumprofilen wird dem Recycling zugeführt. Die Isolationsprofile werden mit den Aluminiumprofilen fest verbunden. Anschließend werden die Profile am Baukörper zu Rahmen fest verbunden und die Dichtungen in die vorgesehenen Nuten eingezogen. Danach wird die Verglasung eingesetzt und mit Verglasungsprofilen gesichert. In die Fassadenrahmenkonstruktion können auch fertige Fensterlemente Schüco AWS eingebaut werden. Abschließend erfolgt eine Funktionskontrolle. Technische Daten: Gemäß CE-Kennzeichnung sind für Feld 1 folgende bautechnische Daten für das Element zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist ein Fassadenelement mit der Größe 3050 mm x 3050 mm.;;;;;;;;true;false;true;true;50;andere Alurahmen stehen mit 50 Jahren drin -> Fenster sollten aber gemeinsam ausgetauscht werden (Glas-Lebensdauer ist 30 Jahre)
a287ee57-814f-4a5d-bccd-64b207385f47;00.02.000;FWS 50 SI;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium;average dataset;1;qm;8bf9ba51-c280-d540-f69a-b71b08bdbc64;Schüco FWS 50 B x H: 3050 mm x 3050 mm Additional Info from Xml: Die oberflächenbehandelten Aluminiumprofile werden auf Maß geschnitten und für die entsprechende Rahmengröße konfektioniert. Der dabei entstehende Verschnitt an Aluminiumprofilen wird dem Recycling zugeführt. Die Isolationsprofile werden mit den Aluminiumprofilen fest verbunden. Anschließend werden die Profile am Baukörper zu Rahmen fest verbunden und die Dichtungen in die vorgesehenen Nuten eingezogen. Danach wird die Verglasung eingesetzt und mit Verglasungsprofilen gesichert. In die Fassadenrahmenkonstruktion können auch fertige Fensterlemente Schüco AWS eingebaut werden. Abschließend erfolgt eine Funktionskontrolle. Technische Daten: Gemäß CE-Kennzeichnung sind für Feld 1 folgende bautechnische Daten für das Element zu nennen: Deklarierte Einheit: Die deklarierte Einheit ist ein Fassadenelement mit der Größe 3050 mm x 3050 mm.;;;;;;;;true;false;true;true;50;andere Alurahmen stehen mit 50 Jahren drin -> Fenster sollten aber gemeinsam ausgetauscht werden (Glas-Lebensdauer ist 30 Jahre)
2ad0fca7-2c3d-4305-9be1-073a1b72b087;04.03.004;Isospan 1 Holzbetonmantelsteine mit Holzfaserdämmung OEKOPUR S 36,5/16,5 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;m3;d375f039-8d64-4416-a0a0-783b3818a0cb;Isospan 1 Holzbetonmantelsteine mit Holzfaserdämmung OEKOPUR S 36,5-16,5 ohne Füllbeton Additional Info from Xml: Die Herstellung des Holzspanbetons erfolgt im Werk in Ramingstein. Dabei werden Holzspäne, Zement und Wasser gemischt, in Formkästen gefüllt und die Dämmstoffeinlage zugegeben. ;;79,5;218;0,3646788991;;;;true;false;true;false;120;wie Beton (?)
c0dea00e-60ed-497b-9b90-87b4d4e767e7;00.00.017;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 25/6 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;m3;62a444be-5001-42e6-b021-ad7a53ae6c2e;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 25/6 ohne Füllbeton Additional Info from Xml: Die Herstellung des Holzspanbetons erfolgt im Werk in Ramingstein. Dabei werden Holzspäne, Zement und Wasser gemischt, in Formkästen gefüllt und die Dämmstoffeinlage zugegeben. ;;59,6;238;0,2504201681;;;;true;false;true;false;120;wie Beton (?)
b2226ee0-acb4-4eaf-a4a3-ff2fd24fdb62;00.00.013;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 30/5 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;m3;f548b41b-b543-4edf-85ed-096769e481ee;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 30/5 ohne Füllbeton Additional Info from Xml: Die Herstellung des Holzspanbetons erfolgt im Werk in Ramingstein. Dabei werden Holzspäne, Zement und Wasser gemischt, in Formkästen gefüllt und die Dämmstoffeinlage zugegeben. ;;69,2;231;0,2995670996;;;;true;false;true;false;120;wie Beton (?)
657cd1e6-1691-4eea-a853-1df984bcee01;00.00.013;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 30/7 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;m3;a7f72b58-468c-4925-bdcf-a3a77a5164a0;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 30/7 ohne Füllbeton Additional Info from Xml: Die Herstellung des Holzspanbetons erfolgt im Werk in Ramingstein. Dabei werden Holzspäne, Zement und Wasser gemischt, in Formkästen gefüllt und die Dämmstoffeinlage zugegeben. ;;70,8;236;0,3;;;;true;false;true;false;120;wie Beton (?)
985a94db-d4ad-460c-bf5b-4d909a3d9075;00.00.012;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 30/9 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;m3;b440acad-dc73-471f-b2ba-cc176263f662;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 30/9 ohne Füllbeton Additional Info from Xml: Die Herstellung des Holzspanbetons erfolgt im Werk in Ramingstein. Dabei werden Holzspäne, Zement und Wasser gemischt, in Formkästen gefüllt und die Dämmstoffeinlage zugegeben. ;;70,2;234;0,3;;;;true;false;true;false;120;wie Beton (?)
8ef6efbf-9a86-4c08-80aa-c9eb327f0804;00.00.011;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 36,5/13,5 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;m3;cf286149-cc0c-41ed-a4b7-96c621376e34;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 36,5/13,5 ohne Füllbeton Additional Info from Xml: Die Herstellung des Holzspanbetons erfolgt im Werk in Ramingstein. Dabei werden Holzspäne, Zement und Wasser gemischt, in Formkästen gefüllt und die Dämmstoffeinlage zugegeben. ;;67,8;186;0,364516129;;;;true;false;true;false;120;wie Beton (?)
9b1f7394-fa8b-4364-baee-a8109d94660d;00.00.011;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 36,5/16,5 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;m3;8164f262-5c84-48fa-9771-0823240cbf32;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 36,5/16,5 ohne Füllbeton Additional Info from Xml: Die Herstellung des Holzspanbetons erfolgt im Werk in Ramingstein. Dabei werden Holzspäne, Zement und Wasser gemischt, in Formkästen gefüllt und die Dämmstoffeinlage zugegeben. ;;63,7;175;0,364;;;;true;false;true;false;120;wie Beton (?)
