UUID;Version;Name;Kategorie;Konformität;Typ;Bezugsgroesse;Bezugseinheit;Referenzfluss-UUID;Referenzfluss-Name;Schuettdichte (kg/m3);Flaechengewicht (kg/m2);Rohdichte (kg/m3);Schichtdicke (m);Ergiebigkeit (m2);Laengengewicht (kg/m);Umrechungsfaktor auf 1kg;Modul;GWP;ODP;POCP;AP;EP;ADPE;ADPF;PERE;PERM;PERT;PENRE;PENRM;PENRT;SM;RSF;NRSF;FW;HWD;NHWD;RWD;CRU;MFR;MER;EEE;EET
9357b7fc-cf0a-45fc-8299-e794e3889a40;20.19.120;Betonfertigteil Decke 20cm;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren';'DIN EN 15804';generic dataset;1;qm;76877190-dc3d-4b20-b704-8237bee88f47;Betonfertigteil Decke 20cm (m2);;504;;;;;;C3;3,52046;1,99423E-14;0,00206613;0,022767;0,00387388;1,89169E-06;57,0336;6,30985;0;6,30985;58,4567;0;58,4567;0;0;0;0,0149983;1,05887E-06;148,549;0,000563375;0;445,183;0;0;0
9357b7fc-cf0a-45fc-8299-e794e3889a40;20.19.120;Betonfertigteil Decke 20cm;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren';'DIN EN 15804';generic dataset;1;qm;76877190-dc3d-4b20-b704-8237bee88f47;Betonfertigteil Decke 20cm (m2);;504;;;;;;D;-0,985517;-1,90205E-14;0,000213933;-0,00232727;-0,000452849;-2,19031E-07;-11,9151;-3,75096;0;-3,75096;-13,1513;0;-13,1513;0;0;0;-0,0024325;-2,47879E-07;-7,73023;-0,00048967;0;0;0;0;0
91ea177a-e65a-4fe2-ac2d-2f378a03e168;20.19.120;Flügelrahmen PVC-U;'Komponenten von Fenstern und Vorhangfassaden' / 'Rahmen / Profile' / 'PVC';'DIN EN 15804';generic dataset;1;m;7f875b2e-2a0f-4b63-b82e-52b641075536;Flügelrahmen PVC-U (m);;;;;;3,1;;A1-A3;9,24199;2,78452E-10;0,00260233;0,0181503;0,00237619;0,000163627;149,638;18,5631;0;18,5631;127,333;31,68;159,013;0,286682;0;0;0,029232;1,76803E-06;0,396193;0,00371563;0;0;0;0;0
91ea177a-e65a-4fe2-ac2d-2f378a03e168;20.19.120;Flügelrahmen PVC-U;'Komponenten von Fenstern und Vorhangfassaden' / 'Rahmen / Profile' / 'PVC';'DIN EN 15804';generic dataset;1;m;7f875b2e-2a0f-4b63-b82e-52b641075536;Flügelrahmen PVC-U (m);;;;;;3,1;;C1;0,000988447;3,3E-19;3,40663E-07;3,44765E-06;8,13457E-07;8,37651E-11;0,013343;0,000778873;0;0,000778873;0,013379;0;0,013379;0;0;0;6,97546E-07;4,9996E-10;2,34825E-06;1,40854E-08;0;1,65;1,76;0;0
91ea177a-e65a-4fe2-ac2d-2f378a03e168;20.19.120;Flügelrahmen PVC-U;'Komponenten von Fenstern und Vorhangfassaden' / 'Rahmen / Profile' / 'PVC';'DIN EN 15804';generic dataset;1;m;7f875b2e-2a0f-4b63-b82e-52b641075536;Flügelrahmen PVC-U (m);;;;;;3,1;;C2;0,00791422;2,62E-18;-5,22475E-06;1,59859E-05;3,80028E-06;6,65988E-10;0,106086;0,00619256;0;0,00619256;0,106372;0;0,106372;0;0;0;5,54596E-06;3,97501E-09;1,86702E-05;1,11988E-07;0;0;0;0;0
91ea177a-e65a-4fe2-ac2d-2f378a03e168;20.19.120;Flügelrahmen PVC-U;'Komponenten von Fenstern und Vorhangfassaden' / 'Rahmen / Profile' / 'PVC';'DIN EN 15804';generic dataset;1;m;7f875b2e-2a0f-4b63-b82e-52b641075536;Flügelrahmen PVC-U (m);;;;;;3,1;;C3;4,82076;1,612E-14;0,000147301;0,00109083;0,000231859;1,66133E-07;9,20847;2,90398;0;2,90398;41,9293;-31,68;10,2493;0;0;0;0,00987079;5,21869E-08;3,15948;0,000412298;0;0;0;3,87655;9,1592
91ea177a-e65a-4fe2-ac2d-2f378a03e168;20.19.120;Flügelrahmen PVC-U;'Komponenten von Fenstern und Vorhangfassaden' / 'Rahmen / Profile' / 'PVC';'DIN EN 15804';generic dataset;1;m;7f875b2e-2a0f-4b63-b82e-52b641075536;Flügelrahmen PVC-U (m);;;;;;3,1;;D;-3,42906;-9,88161E-15;-0,000803041;-0,00634385;-0,000622273;-2,06418E-07;-32,9835;-2,37301;0;-2,37301;-33,5079;0;-33,5079;0;0;0;-0,00366662;-2,33726E-08;-0,0413222;-0,000208824;0;0;0;0;0
90a8c44f-32ff-4d91-a245-2bad53c4f203;20.19.120;Nutzung - Fernwärme 20-120 kW;'Gebäudetechnik' / 'Nutzung' / 'Nutzung Wärmeerzeuger';'DIN EN 15804';generic dataset;3,599999905;MJ;fe2304b5-b6eb-43a6-a2ad-6343d5600bb6;Thermische Energie (MJ);;;;;;;;B6;0,276873;1,4293E-16;2,73649E-05;0,000283972;5,24287E-05;1,57754E-08;3,1399;0,55237;0;0,55237;3,15187;0;3,15187;0;0;0;0,000665027;2,98227E-09;0,00694406;4,60951E-06;0;0;0;0;0
908c07fa-6fba-42e4-a91e-d771444309eb;20.19.120;Steinwolle Flachdämmplatte;'Gebäudetechnik' / 'Heizung' / 'Wärmeverteilung und Abgabe';'DIN EN 15804';generic dataset;1;m3;541820b6-a38c-4719-9d13-949d1488293c;Steinwolle Flachdämmplatte (140 mm) m3;;;146,4;;;;;A1-A3;196,032;1,39878E-12;0,0637104;1,07282;0,129455;1,90787E-05;1963,36;252,364;0;252,364;2054,38;0;2054,38;0;0;0;0,343808;3,33981E-06;71,7657;0,0360631;0;0;0;0;0
908c07fa-6fba-42e4-a91e-d771444309eb;20.19.120;Steinwolle Flachdämmplatte;'Gebäudetechnik' / 'Heizung' / 'Wärmeverteilung und Abgabe';'DIN EN 15804';generic dataset;1;m3;541820b6-a38c-4719-9d13-949d1488293c;Steinwolle Flachdämmplatte (140 mm) m3;;;146,4;;;;;C2;0,00656887;2,21E-18;-0,000014438;3,75381E-05;9,53188E-06;5,60606E-10;0,0892995;0,00521269;0;0,00521269;0,0895404;0;0,0895404;0;0;0;4,6684E-06;3,34603E-09;1,57159E-05;9,42676E-08;0;0;0;0;0
908c07fa-6fba-42e4-a91e-d771444309eb;20.19.120;Steinwolle Flachdämmplatte;'Gebäudetechnik' / 'Heizung' / 'Wärmeverteilung und Abgabe';'DIN EN 15804';generic dataset;1;m3;541820b6-a38c-4719-9d13-949d1488293c;Steinwolle Flachdämmplatte (140 mm) m3;;;146,4;;;;;C3;0,0163697;9,094E-17;7,88519E-06;0,000103991;1,17002E-05;1,65926E-09;0,232173;0,0313608;0;0,0313608;0,238938;0;0,238938;0;0;0;6,01178E-05;3,64176E-09;1,20119;2,67912E-06;0;0;0;0;0
906b4864-0511-480f-a8bc-7b8302efbf0b;20.19.120;Porenbeton P2 04 unbewehrt;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Porenbeton';'DIN EN 15804';generic dataset;1;m3;ecb5d927-da9b-4997-ae1d-327174430869;Porenbeton P2 04 (m3);;;380;;;;;A1-A3;182,392;1,14781E-12;0,00801705;0,152374;0,0253916;0,000135481;1074,7;283,992;0;283,992;1144,44;0;1144,44;0,122582;0;0;0,625731;3,54392E-06;34,0332;0,0276079;0;0;0;0;0
906b4864-0511-480f-a8bc-7b8302efbf0b;20.19.120;Porenbeton P2 04 unbewehrt;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Porenbeton';'DIN EN 15804';generic dataset;1;m3;ecb5d927-da9b-4997-ae1d-327174430869;Porenbeton P2 04 (m3);;;380;;;;;C1;0,250407;8,347E-17;8,63014E-05;0,000873405;0,000206076;2,12205E-08;3,38023;0,197315;0;0,197315;3,38935;0;3,38935;0;0;0;0,000176712;1,26657E-07;0,000594891;3,56829E-06;0;0;0;0;0
906b4864-0511-480f-a8bc-7b8302efbf0b;20.19.120;Porenbeton P2 04 unbewehrt;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Porenbeton';'DIN EN 15804';generic dataset;1;m3;ecb5d927-da9b-4997-ae1d-327174430869;Porenbeton P2 04 (m3);;;380;;;;;C2;0,97013;3,2112E-16;-0,000640454;0,00195956;0,000465841;8,16372E-08;13,0041;0,759088;0;0,759088;13,0392;0;13,0392;0;0;0;0,000679827;4,8726E-07;0,0022886;1,37276E-05;0;0;0;0;0
906b4864-0511-480f-a8bc-7b8302efbf0b;20.19.120;Porenbeton P2 04 unbewehrt;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Porenbeton';'DIN EN 15804';generic dataset;1;m3;ecb5d927-da9b-4997-ae1d-327174430869;Porenbeton P2 04 (m3);;;380;;;;;C3;2,5558;1,44778E-14;0,00149998;0,0165285;0,00281238;1,37334E-06;41,4055;4,58085;0;4,58085;42,4387;0;42,4387;0;0;0;0,0108886;7,68722E-07;107,845;0,000409002;0;323,196;0;0;0
906b4864-0511-480f-a8bc-7b8302efbf0b;20.19.120;Porenbeton P2 04 unbewehrt;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Porenbeton';'DIN EN 15804';generic dataset;1;m3;ecb5d927-da9b-4997-ae1d-327174430869;Porenbeton P2 04 (m3);;;380;;;;;D;-0,780513;-1,50639E-14;0,000169431;-0,00184316;-0,000358649;-1,73469E-07;-9,43653;-2,9707;0;-2,9707;-10,4156;0;-10,4156;0;0;0;-0,0019265;-1,96316E-07;-6,12222;-0,00038781;0;0;0;0;0
900336a3-b5f9-4c40-91a9-f9551f84ac64;20.19.120;PE-HD mit PP-Vlies zur Abdichtung;'Kunststoffe' / 'Folien und Vliese' / 'Folien zur Abdichtung';'DIN EN 15804';generic dataset;1;qm;91aac224-eb88-4a07-a7ae-5a3bd5658e86;PE-HD mit PP-Vlies zur Abdichtung m2;;1,3;;;;;;A1-A3;3,21161;3,25762E-14;0,000811982;0,00398448;0,000513263;6,10037E-07;111,516;5,81855;0;5,81855;46,5877;67,08;113,668;0;0;0;0,0139253;4,18142E-08;0,0322588;0,00085201;0;0;0;0;0
900336a3-b5f9-4c40-91a9-f9551f84ac64;20.19.120;PE-HD mit PP-Vlies zur Abdichtung;'Kunststoffe' / 'Folien und Vliese' / 'Folien zur Abdichtung';'DIN EN 15804';generic dataset;1;qm;91aac224-eb88-4a07-a7ae-5a3bd5658e86;PE-HD mit PP-Vlies zur Abdichtung m2;;1,3;;;;;;C1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,56;0;0
900336a3-b5f9-4c40-91a9-f9551f84ac64;20.19.120;PE-HD mit PP-Vlies zur Abdichtung;'Kunststoffe' / 'Folien und Vliese' / 'Folien zur Abdichtung';'DIN EN 15804';generic dataset;1;qm;91aac224-eb88-4a07-a7ae-5a3bd5658e86;PE-HD mit PP-Vlies zur Abdichtung m2;;1,3;;;;;;C2;0,00362058;1,2E-18;-2,19103E-06;7,31318E-06;1,73855E-06;3,04675E-10;0,048532;0,00283296;0;0,00283296;0,0486629;0;0,0486629;0;0;0;2,53715E-06;1,81848E-09;8,54119E-06;5,1232E-08;0;0;0;0;0
900336a3-b5f9-4c40-91a9-f9551f84ac64;20.19.120;PE-HD mit PP-Vlies zur Abdichtung;'Kunststoffe' / 'Folien und Vliese' / 'Folien zur Abdichtung';'DIN EN 15804';generic dataset;1;qm;91aac224-eb88-4a07-a7ae-5a3bd5658e86;PE-HD mit PP-Vlies zur Abdichtung m2;;1,3;;;;;;C3;4,84274;9,0992E-16;3,20199E-05;0,00043743;9,86036E-05;9,76896E-09;0,72215;0,160676;0;0,160676;67,861;-67,08;0,78097;0;0;0;0,0104159;6,05545E-10;0,0195457;2,33022E-05;0;0;0;8,79536;20,257
900336a3-b5f9-4c40-91a9-f9551f84ac64;20.19.120;PE-HD mit PP-Vlies zur Abdichtung;'Kunststoffe' / 'Folien und Vliese' / 'Folien zur Abdichtung';'DIN EN 15804';generic dataset;1;qm;91aac224-eb88-4a07-a7ae-5a3bd5658e86;PE-HD mit PP-Vlies zur Abdichtung m2;;1,3;;;;;;D;-2,19178;-5,07187E-14;-0,000188477;-0,00185035;-0,000350645;-5,44515E-07;-29,2743;-9,17232;0;-9,17232;-32,0719;0;-32,0719;0;0;0;-0,00427864;-1,69569E-08;-0,0150926;-0,00110816;0;0;0;0;0
8f537b85-e2a2-4177-8799-da1d9d6f4ae9;20.19.120;Heizöl s;'Sonstige' / 'Energieträger - Bereitstellung frei Verbraucher' / 'Heizöl';'DIN EN 15804';generic dataset;1;kg;53afe53a-7bbc-4b82-8e39-df2c6bbb2c46;Heizöl S (1.0 wt.% S);;;;;;;;B6;0,394567;9,5823E-16;0,000220551;0,00111307;8,67917E-05;1,15139E-07;43,0695;0,194354;0;0,194354;43,1661;0;43,1661;0;0;0;0,000222311;5,04901E-09;0,00592948;3,81316E-05;0;0;0;0;0
8de12467-96a0-459e-9f97-90e95fb7b23f;20.19.120;Naturbims Körnung;'Mineralische Baustoffe' / 'Zuschläge' / 'Bims';'DIN EN 15804';generic dataset;1;kg;16da6ae2-d368-4bf8-9111-41b8297e33cd;Bimskies;;;;;;;;A1-A3;0,00871442;5,479E-17;-4,21734E-06;0,00005488;1,41211E-05;1,14127E-09;0,114293;0,0154359;0;0,0154359;0,117455;0;0,117455;0;0;0;9,92527E-06;3,87026E-09;7,04808E-05;1,25129E-06;0;0;0;0;0
8d6eba49-1c20-444a-8b34-0b6b47379618;20.19.120;Pfosten/Riegelsystem aus Aluminium mit Dreifachverglasung Fassade;'Komponenten von Fenstern und Vorhangfassaden' / 'Rahmen / Profile' / 'Aluminium thermisch getrennt';'DIN EN 15804';generic dataset;1;qm;0fce1f51-4e7c-445d-b3fc-c73bfa9199a7;Aluminium-Pfosten-Riegelfassaden;;16,5;;;;;;A1-A3;121,145;1,46619E-12;0,0252373;0,389895;0,0559827;0,000139421;1501,2;330,766;0;330,766;1584,21;88;1672,21;0,03013;0;0;0,630103;2,78778E-06;16,6243;0,0675284;0;0;0;0;0
8d6eba49-1c20-444a-8b34-0b6b47379618;20.19.120;Pfosten/Riegelsystem aus Aluminium mit Dreifachverglasung Fassade;'Komponenten von Fenstern und Vorhangfassaden' / 'Rahmen / Profile' / 'Aluminium thermisch getrennt';'DIN EN 15804';generic dataset;1;qm;0fce1f51-4e7c-445d-b3fc-c73bfa9199a7;Aluminium-Pfosten-Riegelfassaden;;16,5;;;;;;C1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,73;2,453;0;0
8d6eba49-1c20-444a-8b34-0b6b47379618;20.19.120;Pfosten/Riegelsystem aus Aluminium mit Dreifachverglasung Fassade;'Komponenten von Fenstern und Vorhangfassaden' / 'Rahmen / Profile' / 'Aluminium thermisch getrennt';'DIN EN 15804';generic dataset;1;qm;0fce1f51-4e7c-445d-b3fc-c73bfa9199a7;Aluminium-Pfosten-Riegelfassaden;;16,5;;;;;;C2;0,106138;3,508E-17;-7,87675E-05;0,000232758;5,58038E-05;8,91772E-09;1,42051;0,0829197;0;0,0829197;1,42435;0;1,42435;0;0;0;7,42615E-05;5,32263E-08;0,000249997;1,49954E-06;0;0;0;0;0
8d6eba49-1c20-444a-8b34-0b6b47379618;20.19.120;Pfosten/Riegelsystem aus Aluminium mit Dreifachverglasung Fassade;'Komponenten von Fenstern und Vorhangfassaden' / 'Rahmen / Profile' / 'Aluminium thermisch getrennt';'DIN EN 15804';generic dataset;1;qm;0fce1f51-4e7c-445d-b3fc-c73bfa9199a7;Aluminium-Pfosten-Riegelfassaden;;16,5;;;;;;C3;6,20355;4,34633E-15;6,41803E-05;0,000692707;0,000154235;4,521E-08;2,65718;0,778616;0;0,778616;90,9379;-88;2,93785;0;0;0;0,0152673;1,10476E-08;0,647565;0,000111185;0;0;0;11,5471;26,5112
8d6eba49-1c20-444a-8b34-0b6b47379618;20.19.120;Pfosten/Riegelsystem aus Aluminium mit Dreifachverglasung Fassade;'Komponenten von Fenstern und Vorhangfassaden' / 'Rahmen / Profile' / 'Aluminium thermisch getrennt';'DIN EN 15804';generic dataset;1;qm;0fce1f51-4e7c-445d-b3fc-c73bfa9199a7;Aluminium-Pfosten-Riegelfassaden;;16,5;;;;;;C4;0,420155;2,3341E-15;0,000202386;0,00266911;0,000300304;4,25877E-08;5,95911;0,804928;0;0,804928;6,13275;0;6,13275;0;0;0;0,00154302;9,34718E-08;30,8304;6,87641E-05;0;0;0;0;0
8d6eba49-1c20-444a-8b34-0b6b47379618;20.19.120;Pfosten/Riegelsystem aus Aluminium mit Dreifachverglasung Fassade;'Komponenten von Fenstern und Vorhangfassaden' / 'Rahmen / Profile' / 'Aluminium thermisch getrennt';'DIN EN 15804';generic dataset;1;qm;0fce1f51-4e7c-445d-b3fc-c73bfa9199a7;Aluminium-Pfosten-Riegelfassaden;;16,5;;;;;;D;-37,0598;1,45642E-11;-0,00677328;-0,112484;-0,00755387;-4,25748E-06;-402,524;-161,245;0;-161,245;-496,754;0;-496,754;0;0;0;-0,322103;-1,81769E-07;-7,94218;-0,0371786;0;0;0;0;0
8d5d0806-ca51-4087-8ef6-63ade37ffe6c;20.19.120;Rasterleuchte Deckenintegriert 3x T5-14W (LFL);'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';'DIN EN 15804';generic dataset;1;pcs.;bd95c31a-437a-4e41-9214-1b9491283bb3;Rasterleuchte Deckenintegriert 3 X T5 14 W;;;;;;;;A1-A3;30,3141;2,75499E-13;0,00635329;0,0833206;0,00741648;0,000101011;333,999;110,628;0;110,628;352,049;20,3334;372,382;0,528701;0;0;0,201634;2,66352E-07;3,84866;0,0151819;0;0;0;0;0
8d5d0806-ca51-4087-8ef6-63ade37ffe6c;20.19.120;Rasterleuchte Deckenintegriert 3x T5-14W (LFL);'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';'DIN EN 15804';generic dataset;1;pcs.;bd95c31a-437a-4e41-9214-1b9491283bb3;Rasterleuchte Deckenintegriert 3 X T5 14 W;;;;;;;;C2;0,045368;7,2112E-16;-6,50603E-05;0,000190313;4,73337E-05;9,30173E-09;0,562413;0,152193;0;0,152193;0,602693;0;0,602693;0;0;0;8,07402E-05;1,54963E-08;0,000221273;1,59508E-05;0;0;0;0;0
8d5d0806-ca51-4087-8ef6-63ade37ffe6c;20.19.120;Rasterleuchte Deckenintegriert 3x T5-14W (LFL);'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';'DIN EN 15804';generic dataset;1;pcs.;bd95c31a-437a-4e41-9214-1b9491283bb3;Rasterleuchte Deckenintegriert 3 X T5 14 W;;;;;;;;C3;0,00751696;4,176E-17;3,62088E-06;4,77529E-05;5,37271E-06;7,61933E-10;0,106614;0,0144009;0;0,0144009;20,4431;-20,3334;0,10972;0;0;0;2,76061E-05;1,67229E-09;0,551584;1,23025E-06;0;0;0;0;0
