UUID;Version;Name;Kategorie;Konformität;Typ;Bezugsgroesse;Bezugseinheit;Referenzfluss-UUID;Referenzfluss-Name;Schuettdichte (kg/m3);Flaechengewicht (kg/m2);Rohdichte (kg/m3);Schichtdicke (m);Ergiebigkeit (m2);Laengengewicht (kg/m);Umrechungsfaktor auf 1kg;Modul;GWP;ODP;POCP;AP;EP;ADPE;ADPF;PERE;PERM;PERT;PENRE;PENRM;PENRT;SM;RSF;NRSF;FW;HWD;NHWD;RWD;CRU;MFR;MER;EEE;EET
34a3f341-4af5-4ad4-9e17-6ff9b0713dfc;00.01.007;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';'EN 15804';specific dataset;1;qm;36339644-f567-46d3-8e12-bbc90d359f64;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;;101;;;;;;A4;2,33971;3,8676E-16;-0,000608327;0,00313052;0,000748028;1,80428E-07;31,7344;1,85;0;1,85;31,85;0;31,85;0;0;0;0,00312;1,77888E-06;0,00258872;4,32077E-05;0;0;0;0;0
34a3f341-4af5-4ad4-9e17-6ff9b0713dfc;00.01.007;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';'EN 15804';specific dataset;1;qm;36339644-f567-46d3-8e12-bbc90d359f64;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;;101;;;;;;A5;9,94705;1,95123E-15;9,91071E-05;0,00139838;0,000264471;1,49625E-07;2,20542;92,2;-91,75;0,45;5,95;-3,35;2,6;0;0;0;0,0257;3,88789E-09;0,183599;0,000155302;0;0;0;14,8641;26,7857
34a3f341-4af5-4ad4-9e17-6ff9b0713dfc;00.01.007;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';'EN 15804';specific dataset;1;qm;36339644-f567-46d3-8e12-bbc90d359f64;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;;101;;;;;;B2;4,34227;9,07159E-15;0,00131007;0,0062525;0,000768268;8,77993E-07;138,066;1,79;0;1,79;139,17;0;139,17;0;0;0;0,0228;3,45769E-08;0,0200878;0,000438055;0;0;0;0;0
34a3f341-4af5-4ad4-9e17-6ff9b0713dfc;00.01.007;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';'EN 15804';specific dataset;1;qm;36339644-f567-46d3-8e12-bbc90d359f64;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;;101;;;;;;B3;851,942;1,31874E-05;0,270232;3,92452;0,251314;0,0423989;8725,72;2603,29;0;2603,29;10149,7;0;10149,7;0;0,000024;0,000304;8,15;0,000062728;133,972;0,515658;0;0;0;0;0
34a3f341-4af5-4ad4-9e17-6ff9b0713dfc;00.01.007;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';'EN 15804';specific dataset;1;qm;36339644-f567-46d3-8e12-bbc90d359f64;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;;101;;;;;;B6;9,68051;2,71289E-13;0,00174481;0,027478;0,00257245;3,0809E-06;104,012;70,49;0;70,49;175,06;0;175,06;0;0;0;0,08;8,37028E-08;0,127485;0,0281924;0;0;0;0;0
34a3f341-4af5-4ad4-9e17-6ff9b0713dfc;00.01.007;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';'EN 15804';specific dataset;1;qm;36339644-f567-46d3-8e12-bbc90d359f64;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;;101;;;;;;B7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34a3f341-4af5-4ad4-9e17-6ff9b0713dfc;00.01.007;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';'EN 15804';specific dataset;1;qm;36339644-f567-46d3-8e12-bbc90d359f64;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;;101;;;;;;C1;1,09699;3,07424E-14;0,00019772;0,0031138;0,000291509;3,49126E-07;11,7865;7,99;0;7,99;19,84;0;19,84;0;0;0;0,00941;9,48516E-09;0,0144465;0,00319475;0;0;0;0;0
34a3f341-4af5-4ad4-9e17-6ff9b0713dfc;00.01.007;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';'EN 15804';specific dataset;1;qm;36339644-f567-46d3-8e12-bbc90d359f64;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;;101;;;;;;C2;0,362035;5,979E-17;-0,000103606;0,000503528;0,000121077;2,78933E-08;4,90597;0,29;0;0,29;4,92;0;4,92;0;0;0;0,000483;2,75006E-07;0,000400202;6,67968E-06;0;0;0;0;0
34a3f341-4af5-4ad4-9e17-6ff9b0713dfc;00.01.007;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';'EN 15804';specific dataset;1;qm;36339644-f567-46d3-8e12-bbc90d359f64;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;;101;;;;;;C3;0,927262;2,21957E-15;0,00001959;0,000388418;3,71731E-05;1,46903E-07;0,984316;0,52;0;0,52;12,13;-10,68;1,45;0;0;0;0,00263;2,74011E-09;0,0916139;0,000185606;0;0;0;1,61931;3,71782
34a3f341-4af5-4ad4-9e17-6ff9b0713dfc;00.01.007;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';'EN 15804';specific dataset;1;qm;36339644-f567-46d3-8e12-bbc90d359f64;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;;101;;;;;;C4;0,863448;5,02092E-15;0,000397378;0,00517832;0,000586848;3,17742E-07;12,0899;1,59;0;1,59;12,75;-0,24;12,51;0;0;0;0,00315;2,13335E-07;58,1316;0,000168151;0;0;0;0;0
34a3f341-4af5-4ad4-9e17-6ff9b0713dfc;00.01.007;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';'EN 15804';specific dataset;1;qm;36339644-f567-46d3-8e12-bbc90d359f64;Tür - Hörmann KG Eckelhausen - Feuerschutztür T90;;101;;;;;;D;-84,7245;-3,10787E-13;-0,0123903;-0,36949;-0,026847;-0,000593678;-965,035;-372,85;0;-372,85;-1120,85;0;-1120,85;0;0;0;-0,91;-8,25862E-07;-18,5813;-0,0614537;0;0;0;0;0
00914cfd-da94-4837-92c3-9133c36c4410;00.00.011;Rahmenlose Schiebefenster - Skyframe AG - Sky-Frame 2;'Komponenten von Fenstern und Vorhangfassaden' / 'Füllungen' / 'Transparente Füllungen';'EN 15804';representative dataset;1;qm;7888c6be-867b-48d1-bbc9-9e76c8b22ad6;Rahmenlose Schiebefenster - Skyframe AG - Sky-Frame 2;;35,8;;;;;;A1-A3;46,49;0,000000134;0,0213;0,39;0,0332;0,000416;780,04;159,6;42,4;202,02;978,78;14,18;992,96;1,15;5,31E-09;6,24E-08;0,28;0,00000133;28,37;0,0808;0;3,93;0;0;0
6c653c09-ee1d-46d5-ba53-47475768a341;00.00.012;Rahmenlose Schiebefenster - Skyframe AG - Sky-Frame 3;'Komponenten von Fenstern und Vorhangfassaden' / 'Füllungen' / 'Transparente Füllungen';'EN 15804';representative dataset;1;qm;5e0e2a9b-2fb4-43fc-9c88-9425bdf51903;Rahmenlose Schiebefenster - Skyframe AG - Sky-Frame 3;;52,6;;;;;;A1-A3;68,37;0,000000151;0,0313;0,59;0,0495;0,000569;1123,96;212,66;42,42;255,08;1375,37;15,86;1391,23;1,71;8,1E-09;9,51E-08;0,4;0,00000189;43,12;0,1;0;4,28;0;0;0
81f26749-0b39-4eb5-9015-bbebae3c7413;00.00.008;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Spiraltor SST Alu;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';'EN 15804';specific dataset;1;qm;961d7903-81b7-4849-8515-06b9bcded472;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Spiraltor SST Alu;;88,54;;;6,3;;;A1-A3;263,69;0,000000979;0,08;1,02;0,07;0,00618;2875,25;798,76;15,28;814,04;3147,72;84,87;3232,59;19,96;0,00000013;0,00000165;2,36;0,00104;40,17;0,13;0;0;0;0,0612;0
81f26749-0b39-4eb5-9015-bbebae3c7413;00.00.008;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Spiraltor SST Alu;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';'EN 15804';specific dataset;1;qm;961d7903-81b7-4849-8515-06b9bcded472;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Spiraltor SST Alu;;88,54;;;6,3;;;C3;0,0519;2,31E-13;0,00000922;0,000147;0,0000138;2,76E-08;0,55;0,36;0;0,36;7,2;-6,25;0,95;0;0;0;0,000485;4,44E-10;0,000667;0,000157;0;77,63;0;0;0
81f26749-0b39-4eb5-9015-bbebae3c7413;00.00.008;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Spiraltor SST Alu;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';'EN 15804';specific dataset;1;qm;961d7903-81b7-4849-8515-06b9bcded472;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Spiraltor SST Alu;;88,54;;;6,3;;;C4;5,71;9,81E-14;0,000103;0,00121;0,000194;8,77E-08;2,43;0,35;0;0,35;81,23;-78,62;2,61;0;0;0;0,0124;0,000000034;9,16;0,0000732;0;0;1,18;0;0
81f26749-0b39-4eb5-9015-bbebae3c7413;00.00.008;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Spiraltor SST Alu;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';'EN 15804';specific dataset;1;qm;961d7903-81b7-4849-8515-06b9bcded472;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Spiraltor SST Alu;;88,54;;;6,3;;;D;-121,04;-9,14E-11;-0,03;-0,44;-0,03;-0,01;-1250,57;-386,56;0;-386,56;-1409,85;0;-1409,85;0;-5,88E-10;-6,91E-09;-0,95;-0,00000127;-20,12;-0,06;0;0;0;0;0
52db1ee8-72c2-4c45-97bd-21b9501c59be;00.00.009;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Spiraltor SST Stahl;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';'EN 15804';specific dataset;1;qm;e0a18af4-de58-41dc-be16-4b60b468a3bc;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Spiraltor SST Stahl;;83,4;;;14,3;;;A1-A3;204,44;8,63E-09;0,07;0,68;0,05;0,00309;2301,39;429,47;8,28;437,75;2425,85;74,8;2500,65;21,32;8,69E-08;0,0000011;1,31;0,00074;25,5;0,07;0;0;0;0,03;0
52db1ee8-72c2-4c45-97bd-21b9501c59be;00.00.009;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Spiraltor SST Stahl;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';'EN 15804';specific dataset;1;qm;e0a18af4-de58-41dc-be16-4b60b468a3bc;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Spiraltor SST Stahl;;83,4;;;14,3;;;C3;0,0519;2,31E-13;0,00000922;0,000147;0,0000138;2,76E-08;0,55;0,36;0;0,36;7,97;-7,02;0,95;0;0;0;0,000485;4,44E-10;0,000667;0,000157;0;74,73;0;0;0
52db1ee8-72c2-4c45-97bd-21b9501c59be;00.00.009;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Spiraltor SST Stahl;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';'EN 15804';specific dataset;1;qm;e0a18af4-de58-41dc-be16-4b60b468a3bc;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Spiraltor SST Stahl;;83,4;;;14,3;;;C4;4,68;7,95E-14;0,0000822;0,000968;0,000155;7,02E-08;1,93;0,28;0;0,28;69,86;-67,78;2,08;0;0;0;0,0102;2,68E-08;7,23;0,0000592;0;0;1,46;0;0
52db1ee8-72c2-4c45-97bd-21b9501c59be;00.00.009;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Spiraltor SST Stahl;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';'EN 15804';specific dataset;1;qm;e0a18af4-de58-41dc-be16-4b60b468a3bc;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Spiraltor SST Stahl;;83,4;;;14,3;;;D;-94,04;-5,54E-11;-0,03;-0,3;-0,02;-0,01;-945,59;-225,08;0;-225,08;-1042,71;0;-1042,71;0;-3,1E-10;-3,64E-09;-0,51;-0,000000869;-11,09;-0,04;0;0;0;0;0
4064c6df-dcc8-4a4f-9a67-207dd38398b2;00.00.009;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Turbotor STT;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';'EN 15804';specific dataset;1;qm;eff5284d-2095-434d-9acb-4ccba8bd104d;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Turbotor STT;;85,08;;;15,2;;;A1-A3;275,68;0,00000131;0,09;1,12;0,0738;0,0068;3097,8;837,95;8,84;846,79;3415,32;75,37;3490,69;18,77;0,000000121;0,00000153;2,42;0,00165;45,82;0,14;0;0;0;0,0113;0
4064c6df-dcc8-4a4f-9a67-207dd38398b2;00.00.009;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Turbotor STT;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';'EN 15804';specific dataset;1;qm;eff5284d-2095-434d-9acb-4ccba8bd104d;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Turbotor STT;;85,08;;;15,2;;;C3;0,0519;2,31E-13;0,00000922;0,000147;0,0000138;2,76E-08;0,55;0,36;0;0,36;6,18;-5,23;0,95;0;0;0;0,000485;4,44E-10;0,000667;0,000157;0;74,51;0;0;0
4064c6df-dcc8-4a4f-9a67-207dd38398b2;00.00.009;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Turbotor STT;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';'EN 15804';specific dataset;1;qm;eff5284d-2095-434d-9acb-4ccba8bd104d;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Turbotor STT;;85,08;;;15,2;;;C4;5,16;9,11E-14;0,000098;0,00116;0,000184;8,36E-08;2,34;0,33;0;0,33;72,65;-70,14;2,51;0;0;0;0,0112;3,33E-08;8,99;0,0000683;0;0;1,6;0;0
4064c6df-dcc8-4a4f-9a67-207dd38398b2;00.00.009;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Turbotor STT;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';'EN 15804';specific dataset;1;qm;eff5284d-2095-434d-9acb-4ccba8bd104d;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Turbotor STT;;85,08;;;15,2;;;D;-122,36;-9,72E-11;-0,0331;-0,45;-0,0315;-0,00652;-1268,69;-414,31;0;-414,31;-1437,87;0;-1437,87;0;-6,45E-10;-7,58E-09;-1,01;-0,00000124;-21,16;-0,07;0;0;0;0;0
e9932c1b-ae66-4d8a-9727-96d2064583f3;01.02.005;Isolierprofil - Technoform Bautec Kunststoffprodukte GmbH - Isoliersteg Low Lambda PA66 GF25;'Komponenten von Fenstern und Vorhangfassaden' / 'Dichtungskomponenten / -materialien' / 'Dichtprofile';'EN 15804';specific dataset;1;kg;7f0295f1-9998-4bc7-9906-a3b66014374b;Isolierprofil - Technoform Bautec Kunststoffprodukte GmbH - Isoliersteg Low Lambda PA66 GF25;;;1000;;;;;A1-A3;5,923;1,15E-10;0,001;0,018;0,004;0,0000226;89,24;5,316;0,334;5,653;80,51;15,41;95,981;0;0;0;0,129;0,0000088;0,0564;0,00129;0;0;0;0,0109;0,0332
973a5aa1-fc59-4048-98ca-a9d57290bf58;00.00.008;Tor - Teckentrup GmbH & Co. KG - Falttor;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';'EN 15804';representative dataset;1;qm;bb5ea8e6-76bc-4117-a082-602345f5341b;Tor - Teckentrup GmbH & Co. KG - Falttor;;89;;;;;;A1-A3;99,83;3,32E-09;0,0312;0,24;0,0289;0,0000369;1415,42;154,97;207,76;362,73;1476,38;80,87;1557,25;0;0;0;0,29;0,0000466;3,13;0,0562;0;10,66;0;0,58;0
973a5aa1-fc59-4048-98ca-a9d57290bf58;00.00.008;Tor - Teckentrup GmbH & Co. KG - Falttor;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';'EN 15804';representative dataset;1;qm;bb5ea8e6-76bc-4117-a082-602345f5341b;Tor - Teckentrup GmbH & Co. KG - Falttor;;89;;;;;;A4;2,42;4,04E-16;-0,00629;0,0141;0,0036;0,000000189;33,16;1,93;0;1,93;33,27;0;33,27;0;0;0;0,00326;0,00000186;0,0027;0,0000451;0;0;0;0;0
973a5aa1-fc59-4048-98ca-a9d57290bf58;00.00.008;Tor - Teckentrup GmbH & Co. KG - Falttor;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';'EN 15804';representative dataset;1;qm;bb5ea8e6-76bc-4117-a082-602345f5341b;Tor - Teckentrup GmbH & Co. KG - Falttor;;89;;;;;;A5;26,44;3,41E-08;0,000241;0,00329;0,000588;-0,000000884;6,02;208,02;-207,76;0,26;45,19;-37,64;7,55;0;0;0;0,0662;5,62E-10;0,0223;0,000472;0;0;0;35,44;95,9
973a5aa1-fc59-4048-98ca-a9d57290bf58;00.00.008;Tor - Teckentrup GmbH & Co. KG - Falttor;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';'EN 15804';representative dataset;1;qm;bb5ea8e6-76bc-4117-a082-602345f5341b;Tor - Teckentrup GmbH & Co. KG - Falttor;;89;;;;;;B2;0,26;1,25E-15;0,0000829;0,000606;0,0000497;7,49E-08;12,67;0,21;0;0,21;12,77;0;12,77;0;0;0;0,00268;2,09E-09;0,0012;0,0000397;0;0;0;0;0
973a5aa1-fc59-4048-98ca-a9d57290bf58;00.00.008;Tor - Teckentrup GmbH & Co. KG - Falttor;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';'EN 15804';representative dataset;1;qm;bb5ea8e6-76bc-4117-a082-602345f5341b;Tor - Teckentrup GmbH & Co. KG - Falttor;;89;;;;;;B3;16,13;1,63E-13;0,00237;0,0181;0,00265;0,00000987;414,11;27,6;0;27,6;426,27;0;426,27;0;0;0;0,0545;0,00000218;0,21;0,00481;0;0;0;0;0
973a5aa1-fc59-4048-98ca-a9d57290bf58;00.00.008;Tor - Teckentrup GmbH & Co. KG - Falttor;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';'EN 15804';representative dataset;1;qm;bb5ea8e6-76bc-4117-a082-602345f5341b;Tor - Teckentrup GmbH & Co. KG - Falttor;;89;;;;;;B6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
973a5aa1-fc59-4048-98ca-a9d57290bf58;00.00.008;Tor - Teckentrup GmbH & Co. KG - Falttor;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';'EN 15804';representative dataset;1;qm;bb5ea8e6-76bc-4117-a082-602345f5341b;Tor - Teckentrup GmbH & Co. KG - Falttor;;89;;;;;;B7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
973a5aa1-fc59-4048-98ca-a9d57290bf58;00.00.008;Tor - Teckentrup GmbH & Co. KG - Falttor;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';'EN 15804';representative dataset;1;qm;bb5ea8e6-76bc-4117-a082-602345f5341b;Tor - Teckentrup GmbH & Co. KG - Falttor;;89;;;;;;C1;1,13;3,18E-14;0,000205;0,00322;0,000302;0,000000361;12,19;8,26;0;8,26;20,52;0;20,52;0;0;0;0,00974;9,81E-09;0,0149;0,0033;0;0;0;0;0
973a5aa1-fc59-4048-98ca-a9d57290bf58;00.00.008;Tor - Teckentrup GmbH & Co. KG - Falttor;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';'EN 15804';representative dataset;1;qm;bb5ea8e6-76bc-4117-a082-602345f5341b;Tor - Teckentrup GmbH & Co. KG - Falttor;;89;;;;;;C2;0,47;7,94E-17;-0,00124;0,00277;0,000708;3,71E-08;6,52;0,38;0;0,38;6,54;0;6,54;0;0;0;0,000641;0,000000365;0,000532;0,00000888;0;0;0;0;0
973a5aa1-fc59-4048-98ca-a9d57290bf58;00.00.008;Tor - Teckentrup GmbH & Co. KG - Falttor;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';'EN 15804';representative dataset;1;qm;bb5ea8e6-76bc-4117-a082-602345f5341b;Tor - Teckentrup GmbH & Co. KG - Falttor;;89;;;;;;C3;0,0578;1,62E-15;0,0000104;0,000164;0,0000154;1,84E-08;0,62;0,42;0;0,42;17,48;-16,43;1,05;0;0;0;0,000496;5E-10;0,000761;0,000168;0;65,98;0;0;0
973a5aa1-fc59-4048-98ca-a9d57290bf58;00.00.008;Tor - Teckentrup GmbH & Co. KG - Falttor;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';'EN 15804';representative dataset;1;qm;bb5ea8e6-76bc-4117-a082-602345f5341b;Tor - Teckentrup GmbH & Co. KG - Falttor;;89;;;;;;C4;3,11;3,1E-15;0,000279;0,00383;0,000584;0,000000191;7,09;0,94;0;0,94;34,21;-26,81;7,4;0;0;0;0,00782;0,000000114;31,04;0,000122;0;0;0;4,58;8,19
973a5aa1-fc59-4048-98ca-a9d57290bf58;00.00.008;Tor - Teckentrup GmbH & Co. KG - Falttor;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';'EN 15804';representative dataset;1;qm;bb5ea8e6-76bc-4117-a082-602345f5341b;Tor - Teckentrup GmbH & Co. KG - Falttor;;89;;;;;;D;-107,54;-3,16E-13;-0,0284;-0,23;-0,0229;-0,00519;-1075,24;-93,57;0;-93,8;-1139,59;0;-1139,59;0;0;0;-0,14;-0,000000664;-1,37;-0,0256;;;;;
d7b3f8d3-5f65-48c5-b2dd-9c7258546ee3;00.00.008;Tor - Teckentrup GmbH & Co. KG - Schiebetor;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';'EN 15804';representative dataset;1;qm;9b1daa9b-d84a-4c0f-b93f-1994af4c5516;Tor - Teckentrup GmbH & Co. KG - Schiebetor;;125;;;;;;A1-A3;216,87;6,7E-12;0,0676;0,62;0,0666;0,000023;2343,17;131,99;208,34;340,33;2419,05;48,38;2467,43;0;0;0;0,33;0,0000476;15,13;0,0458;0;10,87;0;0,59;0
d7b3f8d3-5f65-48c5-b2dd-9c7258546ee3;00.00.008;Tor - Teckentrup GmbH & Co. KG - Schiebetor;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';'EN 15804';representative dataset;1;qm;9b1daa9b-d84a-4c0f-b93f-1994af4c5516;Tor - Teckentrup GmbH & Co. KG - Schiebetor;;125;;;;;;A4;3,22;5,39E-16;-0,0084;0,0188;0,00481;0,000000252;44,26;2,58;0;2,58;44,42;0;44,42;0;0;0;0,00436;0,00000248;0,00361;0,0000603;0;0;0;0;0
d7b3f8d3-5f65-48c5-b2dd-9c7258546ee3;00.00.008;Tor - Teckentrup GmbH & Co. KG - Schiebetor;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';'EN 15804';representative dataset;1;qm;9b1daa9b-d84a-4c0f-b93f-1994af4c5516;Tor - Teckentrup GmbH & Co. KG - Schiebetor;;125;;;;;;A5;26,6;3,44E-08;0,000243;0,00332;0,000592;-0,00000089;6,07;208,59;-208,34;0,26;45,35;-37,74;7,61;0;0;0;0,0667;5,62E-10;0,0223;0,000476;0;0;0;35,63;96,49
d7b3f8d3-5f65-48c5-b2dd-9c7258546ee3;00.00.008;Tor - Teckentrup GmbH & Co. KG - Schiebetor;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';'EN 15804';representative dataset;1;qm;9b1daa9b-d84a-4c0f-b93f-1994af4c5516;Tor - Teckentrup GmbH & Co. KG - Schiebetor;;125;;;;;;B2;0,26;1,25E-15;0,0000829;0,000606;0,0000497;7,49E-08;12,67;0,21;0;0,21;12,77;0;12,77;0;0;0;0,00268;2,09E-09;0,0012;0,0000397;0;0;0;0;0
d7b3f8d3-5f65-48c5-b2dd-9c7258546ee3;00.00.008;Tor - Teckentrup GmbH & Co. KG - Schiebetor;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';'EN 15804';representative dataset;1;qm;9b1daa9b-d84a-4c0f-b93f-1994af4c5516;Tor - Teckentrup GmbH & Co. KG - Schiebetor;;125;;;;;;B3;0,16;2,19E-16;0,0000494;0,000366;0,0000362;1,48E-09;1,45;0,0626;0;0,0626;1,47;0;1,47;0;0;0;0,000103;9,56E-10;0,00207;0,00000907;0;0;0;0;0
d7b3f8d3-5f65-48c5-b2dd-9c7258546ee3;00.00.008;Tor - Teckentrup GmbH & Co. KG - Schiebetor;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';'EN 15804';representative dataset;1;qm;9b1daa9b-d84a-4c0f-b93f-1994af4c5516;Tor - Teckentrup GmbH & Co. KG - Schiebetor;;125;;;;;;B6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d7b3f8d3-5f65-48c5-b2dd-9c7258546ee3;00.00.008;Tor - Teckentrup GmbH & Co. KG - Schiebetor;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';'EN 15804';representative dataset;1;qm;9b1daa9b-d84a-4c0f-b93f-1994af4c5516;Tor - Teckentrup GmbH & Co. KG - Schiebetor;;125;;;;;;B7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
