UUID;Version;Name;Kategorie;Typ;Bezugsgroesse;Bezugseinheit;Referenzfluss-UUID;Referenzfluss-Name;Schuettdichte (kg/m3);Flaechengewicht (kg/m2);Rohdichte (kg/m3);Schichtdicke (m);Ergiebigkeit (m2);Laengengewicht (kg/m);Umrechungsfaktor auf 1kg;Modul;GWP;ODP;POCP;AP;EP;ADPE;ADPF;PERE;PERM;PERT;PENRE;PENRM;PENRT;SM;RSF;NRSF;FW;HWD;NHWD;RWD;CRU;MFR;MER;EEE;EET
fa976ebb-09ce-4e5b-9976-621d9ac1f12e;20.19.120;Glasvlies;Kunststoffe / Folien und Vliese / Vliese;generic dataset;1;qm;41d19f2c-8200-4d52-b0d2-1b954d86baa0;Glasvlies m2;;0,12;;;;;;A1-A3;0,293104;5,5344E-15;0,000108887;0,00165152;0,000113363;9,12415E-08;4,47625;1,01215;0;1,01215;4,51671;0,277056;4,79377;0;0;0;0,00108233;3,77698E-09;0,0280237;0,000125759;0;0;0;0;0
f939c2b2-7f3d-40f8-9903-d0fc30a62d91;20.19.120;Pfosten/Riegel System aus Stahl mit Dreifachverglasung Fassade;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Stahl;generic dataset;1;qm;f142786f-f5fe-4754-b855-43c2db2b8189;Stahl-Pfosten-Riegelfassaden;;21,4;;;;;;A1-A3;97,0738;6,32267E-13;0,0232182;0,282745;0,0513091;0,00109715;1212,09;124,919;0;124,919;1166,16;88;1254,16;1,91825;0;0;0,194924;2,61687E-06;4,69092;0,0166875;0;0;0;0;0
f54f1e4c-07e2-4045-9f1b-fb28ef8adf13;20.19.120;LKW;Sonstige / Güter - Transporte[t km] / LKW;generic dataset;1000;kgkm;f5458338-7c8d-4b77-815b-ef2a2df69ee8;Transportleistung;;;;;;;;A4;0,089686;4,121E-17;-7,35362E-05;0,000218475;5,2292E-05;7,8669E-09;1,20372;0,0721861;0;0,0721861;1,2078;0;1,2078;0;0;0;6,38841E-05;4,48849E-08;0,000216034;1,60154E-06;0;0;0;0;0
f4d930b5-ebe0-4b12-9de0-e2ee391be029;20.19.120;Bagger 100 kW Aushub;Sonstige / Baustellenprozesse / Bagger/Aushub;generic dataset;1;m3;f60d69a5-217f-4c02-b16d-c8382619d552;Bodenaushub;;;;;;;;A5;1,29397;4,3133E-16;0,000445959;0,00451329;0,00106489;1,09656E-07;17,4672;1,01962;0;1,01962;17,5144;0;17,5144;0;0;0;0,000913152;6,54493E-07;0,00307408;1,8439E-05;0;0;0;0;0
f281ecaf-5754-4d27-8d70-cfd18780b192;20.19.120;Folie aus Polytetrafluorethylen (PTFE);Kunststoffe / Folien und Vliese / Technische Textilien;generic dataset;1;kg;40f28adb-432c-4ec9-898f-637aaee1d658;Polytetrafluoroethylen folie (PTFE);;;2200;;;;;A1-A3;14,4411;6,8647E-07;0,00416737;0,0657154;0,00333747;0,00176617;248,532;51,5808;0;51,5808;255,539;8,016;263,555;0;0;0;0,113436;2,39199E-07;0,183113;0,00594488;0;0;0;0;0
f0e35814-cd81-4829-abc3-84eb2eb70b56;20.19.120;Bagger 15 kW Aushub;Sonstige / Baustellenprozesse / Bagger/Aushub;generic dataset;1;m3;f60d69a5-217f-4c02-b16d-c8382619d552;Bodenaushub;;;;;;;;A5;1,2897;4,2562E-16;0,00170181;0,0123661;0,00268574;1,08205E-07;17,236;1,00612;0;1,00612;17,2825;0;17,2825;0;0;0;0,000901066;6,45831E-07;0,00303339;1,8195E-05;0;0;0;0;0
ee840270-3055-428a-b38d-e7727426cc35;20.19.120;Gips (CaSO4-Beta-Halbhydrat);Mineralische Baustoffe / Bindemittel / Gips;generic dataset;1;kg;8643ba83-e105-49be-bb42-99d98695429f;Gips (Beta-Halbhydrat);;;;;;;;A1-A3;0,103165;7,7914E-16;9,6548E-06;8,0222E-05;1,46446E-05;1,16104E-08;1,49787;0,142651;0;0,142651;1,54147;0;1,54147;0;0;0;0,000157886;1,02752E-09;0,000631729;1,72664E-05;0;0;0;0;0
eaec8e5d-f70a-4993-b3a6-814607f5e7b3;20.19.120;Pulverlackierung (Industrie, Außenbereich, weiß);Beschichtungen / Lacke und Lasuren / Lacksysteme Metall;generic dataset;1;kg;d94d2efe-7536-44b1-a3e8-f854fab1a2a7;Pulverlackierung;;;;;;;;A1-A3;4,73516;4,23497E-14;0,00257931;0,00690861;0,00103287;6,07739E-07;86,4535;8,13205;0;8,13205;78,9003;11;89,9003;0;0;0;0,0211782;5,01962E-08;0,0648163;0,00136672;0;0;0;0;0
e82b43d5-1eba-4f55-b12f-4f2a3f55d380;20.19.120;Photovoltaiksystem 1200 kWh/m²*a;Sonstige / Energieträger - Bereitstellung frei Verbraucher / Strom;generic dataset;1;qm;860e94ae-a1de-476b-b3c5-784809f525f7;Photovoltaiksystem;;;;;;;;A1-A3;296,686;2,19646E-09;0,103487;1,10572;0,0860934;0,012604;3419,11;993,501;0;993,501;3912,58;0;3912,58;0;0;0;2,28787;3,52012E-05;22,8539;0,195167;0;0;0;0;0
e5dbd47f-b181-4d85-bafe-2efc555f6afe;20.19.120;Elastomer Fugenbänder, Polysulfid;Komponenten von Fenstern und Vorhangfassaden / Dichtungskomponenten / -materialien / Elastomer-Fugenbänder;generic dataset;1;kg;c8e9319c-78e4-48a0-915b-567cc0dba14e;Elastomer Fugenband (Polysulphid);;;;;;;;A1-A3;9,16153;1,44328E-13;0,00180713;0,0201368;0,00210684;1,78435E-06;181,606;25,7289;0;25,7289;174,405;16,416;190,821;0;0;0;0,0512179;1,60425E-07;0,181514;0,00365058;0;0;0;0;0
dfa64bbb-dc8d-497b-9557-300416b8448f;20.19.120;Aluminium-Rahmenprofil, thermisch getrennt, pulverbeschichtet;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;generic dataset;1;m;e454267c-3b32-40f6-a642-c4cc4ba0e11c;Aluminium-Rahmenprofil, thermisch getrennt, pulverbeschichtet (m);;;;;;1,43;;A1-A3;15,7712;7,32037E-13;0,00306662;0,045481;0,00405764;6,75794E-05;190,665;59,5089;0;59,5089;211,026;13,2132;224,239;0;0;0;0,130564;1,35141E-07;2,96354;0,013254;0;0;0;0,0107214;0,0193275
dea7df16-f59b-4842-a66c-cb9463a58ae3;20.19.120;Kalkzement Putzmörtel;Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;generic dataset;1;m3;ff825116-a05f-402b-aed3-1511d59ceba9;Kalkzement Putzmörtel [m3];;;1800;;;;;A1-A3;356,634;3,79874E-12;0,0236371;0,378718;0,0999654;0,00146681;1896,78;1111;0;1111;2157,82;0;2157,82;0;0;0;0,707464;5,00273E-06;22,6526;0,103505;0;0;0;0;0
d84cbf6a-0a50-426f-aa3d-c45918b43575;20.19.120;Tragdeckschicht;Mineralische Baustoffe / Asphalt / Tragschichten;generic dataset;1;kg;1a4fc88c-64e1-407e-b6b4-a5389b056f76;Asphaltdeckschicht, eingebaut;;;;;;;;A1-A3;0,0789355;4,4671E-16;-1,96429E-08;0,000162946;2,52283E-05;1,44262E-08;4,04437;0,0881993;0;0,0881993;1,07555;3;4,07555;0;0;0;9,0811E-05;5,34864E-09;0,0133609;1,23409E-05;0;0;0;0;0
d7f4a913-441f-4c21-aae5-42e421737e29;20.19.120;Kalkputzmörtel;Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;generic dataset;1;m3;a655ddc7-4380-46ba-b2bc-4c8773ef1fc4;Kalkputzmörtel [m3];;;1800;;;;;A1-A3;407,986;3,44048E-12;0,00684429;0,226653;0,0479762;3,97874E-05;2023,17;876,921;0;876,921;2256;0;2256;0;0;0;0,646791;3,98665E-06;21,6283;0,0926016;0;0;0;0;0
d7073560-4c4b-4cb0-b6bf-a902950c5109;20.19.120;Schnittholz Zeder (12% Feuchte/10.7% H2O);Holz / Vollholz / Bau-Schnittholz;generic dataset;1;m3;6f1ca9db-d16f-4337-bdaf-023776e5bec5;Timber cedar (12% moisture, 10.7% H2O content) (m3);;;571;;;;;A1-A3;-809,968;2,85382E-12;0,00228992;0,431614;0,102452;3,19982E-05;1410,58;804,225;10687,4;11491,6;1569,03;0;1569,03;0;0;0;0,287243;2,88399E-05;0,838372;0,0627529;0;0;0;0;0
d58a0a7c-973c-4631-a46f-2f2287757c91;20.19.120;Elastomer Fugenbänder, Silikonkautschuk;Komponenten von Fenstern und Vorhangfassaden / Dichtungskomponenten / -materialien / Elastomer-Fugenbänder;generic dataset;1;kg;78b05c52-a5bc-44ca-8180-d5167e994cda;Elastomer Fugenband (Silikon);;;;;;;;A1-A3;6,85795;1,28369E-13;0,00186449;0,0148231;0,00186031;0,000121678;93,5322;52,63;0;52,63;82,4444;21,6;104,044;0;0;0;0,0572799;8,3304E-07;1,43395;0,00415297;0;0;0;0;0
