UUID;Version;Name;Kategorie;Typ;Bezugsgroesse;Bezugseinheit;Referenzfluss-UUID;Referenzfluss-Name;Schuettdichte (kg/m3);Flaechengewicht (kg/m2);Rohdichte (kg/m3);Schichtdicke (m);Ergiebigkeit (m2);Laengengewicht (kg/m);Umrechungsfaktor auf 1kg;Modul; A1-A3 existing; C3 existing; C4 existing; D existing
103e98f9-8357-4d74-9063-7ea2b3b825b2;00.03.000;TERRART Fassadenplatte;Mineralische Baustoffe / Steine und Elemente / Fliesen und Platten;specific dataset;1;null;6e2cf93c-fc46-d14a-1efa-ba02aad77a75;1 m² TERRART Fassadenplatte incl. Unterkonstruktion (67,07 kg/m²);;67,07;2125;;;;0,015;A1-A3;true;true;true;true
889237e5-dd00-4e30-8494-a90eea9c4ab9;00.04.000;Thermofloc;Dämmstoffe / Zellulosefaser / Zellulose-Einblas-Dämmstoff;average dataset;1;null;203859a0-1795-99b0-74ab-10d2a08af641;1 kg Thermofloc Zellulosedämmstoff;;;45;;;;;A1;true;false;false;false
65632b81-8698-4438-a54a-2bc5f781e171;00.04.000;TPO/FPO Dach-und Dichtungsbahn;Kunststoffe / Dachbahnen / Elastomer-Dachbahnen;specific dataset;1;null;209ffdbd-4bca-dc53-959b-7cbf2181a8f0;1 m2 Dachbahn TPO 2.0 F;;2,22;969;;;;0,45;A1-A3;true;false;false;false
86986c2b-a3fc-454a-b02f-7f62fb54ca87;00.03.000;Vormauerziegel, Pflasterziegel und Riemchen;Mineralische Baustoffe / Steine und Elemente / Ziegel;average dataset;1000;null;6f55cbe9-9760-95f4-e326-41430769f697;1 t Vormauerziegel, Pflasterziegel, Riemchen;;;1700;;;;0,001;A1-A3;true;false;false;false
279613ea-381d-414d-9d35-a7622c3d4bf9;00.02.000;WDVS mit EPS Dämmplatte geklebt;Dämmstoffe / Wärmedämmverbundsystem / Wärmedämmverbundsystem;average dataset;1;null;5b40b521-c303-8cc9-6fac-34bd54f45a4c;1 m² WDVS, EPS geklebt, mit 160 mm Dämmstoffdicke, 13,8 kg/m²;;13,8;;;;;0,072;A1-A3;true;true;true;false
8d6e3557-1c45-458e-a7cd-2964d6339c7e;00.02.000;WDVS mit EPS geklebt und gedübelt;Dämmstoffe / Wärmedämmverbundsystem / Wärmedämmverbundsystem;average dataset;1;null;08221b9d-a35a-a89c-8974-8c3310f14307;1 m² WDVS EPS geklebt und gedübelt, mit 160 mm Dämmstoffdicke, 14,1 kg/m²;;14,1;;;;;0,071;A1-A3;true;true;true;false
cc522095-42b9-49ef-ae6e-2d39cd851513;00.03.000;WDVS mit Mineralfaser Dämmplatte geklebt und gedübelt;Dämmstoffe / Wärmedämmverbundsystem / Wärmedämmverbundsystem;average dataset;1;null;e749cd0e-0f5a-2bae-a36c-11596471c6b4;1 m² WDVS Mineralwolle, geklebt und gedübelt, mit 160 mm Dämmstoffdicke, 30,6 kg/m²;;30,6;;;;;0,033;A1-A3;true;false;false;false
3110be3a-bfc8-4c7b-96aa-b52cfe037f6d;00.02.000;WDVS mit Mineralfaser Lamellen- Dämmplatten geklebt;Dämmstoffe / Wärmedämmverbundsystem / Wärmedämmverbundsystem;average dataset;1;null;7e072979-c126-1cb5-ffe1-cf8ab30b1092;1 m² WDVS Mineralwolle-Lamelle geklebt, mit 180 mm Dämmstoffdicke, 31,1 kg/m²;;31,1;;;;;0,032;A1-A3;true;false;false;false
fa3a0f7d-842b-4161-a83e-04c690248185;00.02.000;WDVS mit Schienenbefestigung;Dämmstoffe / Wärmedämmverbundsystem / Wärmedämmverbundsystem;average dataset;1;null;4bb942bb-f661-4b82-e565-c7860f6774f3;1 m² WDVS EPS mit Schiene, geklebt und gedübelt, mit 160 mm Dämmstoffdicke, 10,9 kg/m²;;10,9;;;;;0,092;A1-A3;true;true;true;false
97c15191-118f-4b6b-a55a-e241ea1690a4;00.03.000;Wolfin M;Kunststoffe / Dachbahnen / PVC-Dachbahnen;specific dataset;1;null;be6b2bb7-4258-75d4-a06a-2a170131cc67;1 m² Wolfin M 1,5 mm;;2,02;;;;;0,495;A1-A3;true;false;true;false
dd603f7a-93de-4a24-a26f-76a366966d4a;00.03.000;WPC Fassadenelemente;Holz / Holzwerkstoffe / Wood-Plastic-Composites;average dataset;1;null;12c088f0-50f8-9e32-e82b-687fbafa5cf8;1 m² WPC-Fassadenelement;;;1211;;;;0,1284;A1-A3;true;false;false;false
0452f1bc-9766-4785-bf4e-44bc76dedf75;00.03.000;WPC Terrassendielen;Holz / Holzwerkstoffe / Wood-Plastic-Composites;average dataset;1;null;6c34d4c7-82cc-9f44-0cc8-f8e160a1e2a2;1 m² WPC-Terrassendiele;;;1238;;;;0,05448;A1-A3;true;false;false;false
0c72f7ee-6f3d-4f82-82c3-14378a8b85b4;00.02.000;Xella Italia Porenbeton;Mineralische Baustoffe / Mörtel und Beton / Beton;average dataset;1;null;12f8a1ac-eb44-9028-b4a6-9e4aa645c947;1 m³ YTONG Porenbeton (480 kg/m³);;;480;;;;;A1-A3;true;false;false;false
10f0560b-4b39-484c-8159-a5545acc7ca3;00.05.000;BauderTHERMOFIN;Kunststoffe / Dachbahnen / Elastomer-Dachbahnen;average dataset;1;null;1807fa8a-515a-beed-43f3-e8e7356f1ea2;1 m² BauderTHERMOFIN F (12/15/16/18/20) und F (15/18/20) V;;1,934;;;;;0,517;A1-A3;true;false;false;false
8dfa6b75-0dcb-4748-a2d9-2d572d87ba61;00.08.000;EPS-Hartschaum (grau) mit Wärmestrahlungsabsorber;Dämmstoffe / Expandiertes Polystyrol (EPS) / EPS grau;average dataset;1;null;7d7d73a0-d250-b2f3-9246-e470fce8b71c;1m3 EPS-Hartschaum Strahlungsabsorber;;;16,6;;;;0,06;A1-A3;true;false;true;false
c5edec42-1921-46c6-a3aa-5cbd27685a74;00.07.000;EPS-Hartschaum (Styropor ®) für Wände und Dächer W/D-035;Dämmstoffe / Expandiertes Polystyrol (EPS) / EPS weiß;average dataset;1;null;1e91fa8e-608c-b328-1a65-3def50f8c2df;1m3 EPS-Hartschaum W/D-035;;;22,7;;;;0,044;A1-A3;true;false;true;false
ee10b277-07b5-4c0a-8a48-e0412a9630ff;00.07.000;EPS-Hartschaum (Styropor ®) für Decken/Böden und als Perimeterdämmung B/P-035;Dämmstoffe / Expandiertes Polystyrol (EPS) / EPS weiß;average dataset;1;null;e3affd2e-9078-70a8-a324-d75d6f1ef651;1m3 EPS-Hartschaum B/P-035;;;25,9;;;;0,039;A1-A3;true;false;true;false
64564161-a587-47de-b195-b6b13b3bfb07;00.07.000;EPS-Hartschaum (Styropor ®) für Wände und Dächer W/D-040;Dämmstoffe / Expandiertes Polystyrol (EPS) / EPS weiß;average dataset;1;null;ec99d6dd-31d2-5043-7e6d-80bdd7e5fbb6;1m3 EPS-Hartschaum W/D-040;;;18;;;;0,055;A1-A3;true;false;true;false
d63926ea-8473-4ea7-b965-a7bae6e5e022;00.07.000;EPS-Hartschaum (Styropor ®) für Decken/Böden und als Perimeterdämmung B/P-040;Dämmstoffe / Expandiertes Polystyrol (EPS) / EPS weiß;average dataset;1;null;a1a6d301-053b-16d3-d688-9b195e4217a2;1m3 EPS-Hartschaum B/P-040;;;18,5;;;;0,054;A1-A3;true;false;true;false
03998c02-90d1-41cd-9c68-83ffec88d125;00.08.000;PU-Dämmplatten mit Mineralvlies-Deckschicht;Dämmstoffe / Polyurethan-Hartschaum (PU) / PU mit Mineralvlies;average dataset;1;null;df50d973-5a59-759b-75bd-662a682d84da;1 m² installierte PU-Dämmplatte mit Mineralvlies-Deckschicht;;;31;;;;;A1-A3;true;false;false;false
b29f31dc-bf1b-4214-98b4-fc2b52165a86;00.08.000;PU-Dämmplatten mit 50 µm Aluminium-Deckschicht;Dämmstoffe / Polyurethan-Hartschaum (PU) / PU mit Aluminium;average dataset;1;null;31890c98-0b7e-8476-a628-1b15e4e698c5;1 m² installierte PU-Dämmplatte mit 50 µm Aluminium-Deckschicht;;;31;;;;;A1-A3;true;false;false;false
ee4fb7c2-6119-4f00-8cb6-fc74cb66fe9a;00.08.000;PU-Dämmplatten mit Aluminium-Mehrlagen-Deckschicht;Dämmstoffe / Polyurethan-Hartschaum (PU) / PU mit Aluminium;average dataset;1;null;ca804e95-445a-072d-d4aa-1a83fb856bdb;1 m² installierte PU-Dämmplatte mit Aluminium-Mehrlagen-Deckschicht;;;31;;;;;A1-A3;true;false;false;false
e920d325-c474-4ff4-b84a-531af01c7759;00.03.000;Admonter Massivholzmehrschichtprodukte;Holz / Vollholz / Brettschichtholzplatte;specific dataset;1;null;862186e6-3a39-4dca-8730-e86cec093227;1 m² Massivholzmehrschichtprodukt;;8,125;;;;;0,123;A1-A3;true;true;false;true
5aa61b79-a476-4edb-93c4-d4370a66f36c;00.03.000;Akzent e.l.f. & Ultra Design Premium No.1 (1-1);Beschichtungen / Innenbeschichtungen / Innenfarben;average dataset;1;null;c73ca739-734d-c896-9cc9-76318fa6e8ef;Produkte: Akzent e.l.f. und Ultra Design Premium No.1;;;1400;;;;;A1-A3;true;false;false;false
1a24710c-72fe-43f6-8df3-a1adb2637f40;00.05.000;Multipor Mineraldämmplatte;Dämmstoffe / Calciumsilikat / Calcium-Silikathydrat / Calciumsilikat;average dataset;1;null;88c0a2ff-a016-f7d3-5c0d-795f93dc4c05;1 m³ Multipor;;;115;;;;;A1-A3;true;false;false;false
32a6bd28-a244-4e5e-8ae1-11eced62c58e;00.05.000;JACKOBOARD®;Dämmstoffe / Extrudiertes Polystyrol (XPS) / XPS weiß;average dataset;1;null;b9c6eef6-2b93-29cf-e361-be1808295fc1;1 m² JACKOBOARD-Platte mit 20 mm Dicke (3,42 kg/m²);;;170;;;;0,292;A1-A3;true;false;false;false
ff62c081-7f86-4429-a1d5-f0c029d5bc7b;00.04.000;TecTem® Insulation Board Indoor Climaprotect;Dämmstoffe / Blähperlit / Platten;specific dataset;1;null;70b42717-f7e1-e40e-b8b0-9a38dd27a874;1 m³ von TecTem® Insulation Board Indoor Climaprotect;;;138,7;;;;0,0072;A1-A3;true;false;false;false
8fd21462-66f2-4979-8fdc-44cf78234c20;00.04.000;TecTem® Insulation Board Indoor;Dämmstoffe / Blähperlit / Platten;specific dataset;1;null;12bb55aa-b73c-5bdb-b05a-8f9dfdf86fdc;1 m³ von TecTem® Insulation Board Indoor;;;97,6;;;;0,0102;A1-A3;true;false;false;false
5c7c71b6-662c-41d6-9d1d-040a3a5e990c;00.04.000;TecTem Insulation Board Outdoor;Dämmstoffe / Blähperlit / Platten;specific dataset;1;null;88d83d41-3407-efd1-7d7f-4ea3ebeab6d0;1 m³ von TecTem® Insulation Board Outdoor;;;97,6;;;;0,0102;A1-A3;true;false;false;false
d8437b43-9f40-42bf-b690-0d5009193103;00.04.000;TecTem Insulation Board Indoor Historic;Dämmstoffe / Blähperlit / Platten;specific dataset;1;null;e12127b7-fdc1-e7cf-cc3c-c038dae7ff8a;1 m³ von TecTem® Insulation Board Indoor Historic;;;138,7;;;;0,00721;A1-A3;true;false;false;false
beda0ad4-6258-4842-bd0a-76684e9da77c;00.04.000;TecTem Insulation Board Indoor Laibungsplatte;Dämmstoffe / Blähperlit / Platten;specific dataset;1;null;ae0c7c2d-52e5-963c-f96c-2aef339912db;1 m³ von TecTem® Insulation Board Indoor Laibungsplatte;;;138,7;;;;0,00721;A1-A3;true;false;false;false
16dab35c-ffa7-43fd-a763-077290e8bcaa;00.05.000;Doppelbodensystem Typ LIGNA;Komposite / Systembauteile / Decken;specific dataset;1;null;d614da90-983e-1f22-0999-b965e9e79f72;1 m² Doppelbodensystem LIGNA;;25,95;650;;;;0,03853;A1-A3;true;false;false;false
2ad0fca7-2c3d-4305-9be1-073a1b72b087;04.03.004;Isospan 1 Holzbetonmantelsteine mit Holzfaserdämmung OEKOPUR S 36,5/16,5 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;null;d375f039-8d64-4416-a0a0-783b3818a0cb;Isospan 1 Holzbetonmantelsteine mit Holzfaserdämmung OEKOPUR S 36,5-16,5 ohne Füllbeton;;79,5;218;;;;;A1-A3;true;false;false;false
c0dea00e-60ed-497b-9b90-87b4d4e767e7;00.00.017;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 25/6 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;null;62a444be-5001-42e6-b021-ad7a53ae6c2e;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 25/6 ohne Füllbeton;;59,6;238;;;;;A1-A3;true;false;false;false
b2226ee0-acb4-4eaf-a4a3-ff2fd24fdb62;00.00.013;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 30/5 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;null;f548b41b-b543-4edf-85ed-096769e481ee;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 30/5 ohne Füllbeton;;69,2;231;;;;;A1-A3;true;false;false;false
657cd1e6-1691-4eea-a853-1df984bcee01;00.00.013;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 30/7 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;null;a7f72b58-468c-4925-bdcf-a3a77a5164a0;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 30/7 ohne Füllbeton;;70,8;236;;;;;A1-A3;true;false;false;false
985a94db-d4ad-460c-bf5b-4d909a3d9075;00.00.012;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 30/9 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;null;b440acad-dc73-471f-b2ba-cc176263f662;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 30/9 ohne Füllbeton;;70,2;234;;;;;A1-A3;true;false;false;false
8ef6efbf-9a86-4c08-80aa-c9eb327f0804;00.00.011;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 36,5/13,5 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;null;cf286149-cc0c-41ed-a4b7-96c621376e34;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 36,5/13,5 ohne Füllbeton;;67,8;186;;;;;A1-A3;true;false;false;false
9b1f7394-fa8b-4364-baee-a8109d94660d;00.00.011;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 36,5/16,5 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;null;8164f262-5c84-48fa-9771-0823240cbf32;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 36,5/16,5 ohne Füllbeton;;63,7;175;;;;;A1-A3;true;false;false;false
f8cd76cb-b180-46cd-916a-bffb2fb341a4;00.00.012;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 36,5/5 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;null;26fc2db8-147c-4a27-aea0-50f2af41db0d;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 36,5/5 ohne Füllbeton;;87;238;;;;;A1-A3;true;false;false;false
ca4bb781-7313-47a9-a566-4c60af01362e;00.00.011;Isospan 3 Holzbetonmantelsteine mit PU-Dämmung ISOPUR S 36,5/16,5 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;null;7450eb6d-7abe-4dc6-ae37-04a37a91720e;Isospan 3 Holzbetonmantelsteine mit PU-Dämmung ISOPUR S 36,5/16,5 ohne Füllbeton;;66,6;182;;;;;A1-A3;true;false;false;false
8425d306-3cbc-44df-844d-f29a691de378;00.00.011;Isospan 4 Holzbetonmantelsteine Normalstein I 25 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;null;e6e018e5-da6c-4a73-8b4e-8de6251b4d45;Isospan 4 Holzbetonmantelsteine Normalstein I 25 ohne Füllbeton;;77,8;311;;;;;A1-A3;true;false;false;false
8a78734f-63dc-4f49-8054-2de042f9b868;00.00.011;Isospan 4 Holzbetonmantelsteine Normalstein I 30 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;null;8eccdd74-749a-411d-bf63-800b1fac7a08;Isospan 4 Holzbetonmantelsteine Normalstein I 30 ohne Füllbeton;;82,2;274;;;;;A1-A3;true;false;false;false
404751ce-9ef4-466d-83db-78a4bdacc559;00.00.011;Isospan 4 Holzbetonmantelsteine Normalstein N 15 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;null;d7a95be6-d03d-406c-9533-65beacc3f99b;Isospan 4 Holzbetonmantelsteine Normalstein N 15 ohne Füllbeton;;59;393;;;;;A1-A3;true;false;false;false
98fc3019-6555-4742-9524-a55c3f47f6c9;00.00.012;Isospan 4 Holzbetonmantelsteine Normalstein N 18 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;null;dbf1b784-b228-467d-b5b7-bcb9e44292fe;Isospan 4 Holzbetonmantelsteine Normalstein N 18 ohne Füllbeton;;49;272;;;;;A1-A3;true;false;false;false
f3dafca9-7688-48ce-91f5-b77f6037e217;00.00.011;Isospan 4 Holzbetonmantelsteine Normalstein N 20 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;null;be7e0aab-472b-4dc2-a868-4243fa323d9d;Isospan 4 Holzbetonmantelsteine Normalstein N 20 ohne Füllbeton;;62,2;311;;;;;A1-A3;true;false;false;false
983a5a12-fd92-4c9b-a6b6-6813230b1aca;00.00.011;Isospan 4 Holzbetonmantelsteine Normalstein N 22 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;null;471193d1-0aa3-428a-99ac-bfba38ac07e6;Isospan 4 Holzbetonmantelsteine Normalstein N 22 ohne Füllbeton;;60,8;276;;;;;A1-A3;true;false;false;false
56545408-c87b-42a2-ae4c-37140cfa2c29;00.00.011;Isospan 4 Holzbetonmantelsteine Normalstein N 25 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;null;3d6f618f-386a-4f0a-8619-19c4735af4c1;Isospan 4 Holzbetonmantelsteine Normalstein N 25 ohne Füllbeton;;78;312;;;;;A1-A3;true;false;false;false
0504b48b-81ca-47b4-bc7a-ecdaa6701cc9;00.00.011;Isospan 4 Holzbetonmantelsteine Normalstein TW 30 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;null;6bc1ba78-1d0b-422a-b8af-4d67ce71f2af;Isospan 4 Holzbetonmantelsteine Normalstein TW 30 ohne Füllbeton;;105,4;351;;;;;A1-A3;true;false;false;false
1e19e807-cb14-494b-8f11-7618e417f1c4;00.05.000;Gipsfaserplatten;Mineralische Baustoffe / Steine und Elemente / Gipsplatten;average dataset;1;null;f79ceffc-8066-d31b-8e7b-05dba32b447a;Fermacell Gipsfaserplatte;;;1180;;;;0,068;A1-A3;true;false;false;false
011c9d4d-f9df-4ff0-87f0-58faf814a239;00.01.001;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 36,5/10,5 ohne Füllbeton;Mineralische Baustoffe / Steine und Elemente / Betonfertigteile und Betonwaren;specific dataset;1;m3;28ae056f-0e22-4df3-bee4-348520d1619d;Isospan 2 Holzbetonmantelsteine mit EPS-Dämmung SILVER S 36,5/10,5 ohne Füllbeton;;69,8;191;;;;;A1-A3;true;false;false;false
79512d1c-6c63-4d30-b368-16b24737ddb1;00.01.001;Tensar TriAX TX 130 S-G Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;null;bcb07adc-c61d-459b-a35f-c0abfe0cdd81;Tensar TriAX TX 130S-G Geogitter;;0,281;;0,01;;;;A1-A3;true;false;false;false
30d039df-678c-4a2b-9b0d-0985348d9bc1;00.01.001;Tensar TriAX TX 130 S-GD Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;null;b5aab3d3-7370-4b51-aa6d-6f6bcd8187cb;Tensar TriAX TX 130S-GD Geogitter;;0,368;;0,01;;;;A1-A3;true;false;false;false
ff763631-3fad-4cfe-bcd8-3a6ae400520f;00.01.001;Tensar TriAX TX 130S Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;null;5ac3f89d-1af8-487e-b7cf-9032d603653d;Tensar TriAX TX 130S Geogitter;;0,184;;0,01;;;;A1-A3;true;false;false;false
8fcd6530-5227-465f-9f5a-0dd17fb0a11e;00.01.001;Tensar TriAX TX 140 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;null;702ffc36-3672-4e5f-9ee3-b56c4d30bb47;Tensar TriAX TX 140 Geogitter;;0,175;;0,01;;;;A1-A3;true;false;false;false
1c8b079d-8a3e-4eef-ab8e-3f1c185dcffa;00.01.001;Tensar TriAX TX 150 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;null;859394ca-a116-40cb-a657-0ce02e8be68d;Tensar TriAX TX 150 Geogitter;;0,189;;0,01;;;;A1-A3;true;false;false;false
5427c2a5-0158-479a-826d-64d467556edb;00.01.001;Tensar TriAX TX 150-GD Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;null;eddfc4d2-ba68-4cad-bd9e-80fcfe5373ac;Tensar TriAX TX 150-GD Geogitter;;0,367;;0,01;;;;A1-A3;true;false;false;false
eb987474-1dbc-4b50-a9c5-36b138bb051e;00.01.001;Tensar TriAX TX 160 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;null;d31a9e75-24af-43ae-855a-52a90d102972;Tensar TriAX TX 160 Geogitter;;0,231;;0,01;;;;A1-A3;true;false;false;false
23e32f6f-42b1-4468-abae-e8be9fe9fd46;00.01.001;Tensar TriAX TX 160-G Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;null;d8f30dbd-5ae9-4b67-9ac6-edf9744e86e6;Tensar TriAX TX 160-G Geogitter;;0,348;;0,01;;;;A1-A3;true;false;false;false
a4a4bf14-7133-48ed-89d4-b3fc68e86c7c;00.01.001;Tensar TriAX TX 170 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;null;ccaf9728-4986-4054-875f-efb4a5fb1c0d;Tensar TriAX TX 170 Geogitter;;0,273;;0,01;;;;A1-A3;true;false;false;false
1e7a529a-d2fa-4ef5-92de-0af69eeb7b86;00.01.001;Tensar TriAX TX 170-GD Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;null;2b094bc3-24ed-45dd-ada5-e2120ef7a8d2;Tensar TriAX TX 170-GD Geogitter;;0,437;;0,01;;;;A1-A3;true;false;false;false
2912f061-b8eb-4173-aeac-cf71ff9d9e62;00.01.001;Tensar TriAX TX 180 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;null;b72e1668-a649-4610-aa00-0f683bc5946e;Tensar TriAX TX 180 Geogitter;;0,315;;0,01;;;;A1-A3;true;false;false;false
055e59ef-f034-430d-9ee1-db993dfa3a7a;00.01.001;Tensar TriAX TX 190L Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;null;ee736921-6b67-4cb7-bab1-1b5cb88bc733;Tensar TriAX TX 190L Geogitter;;0,318;;0,01;;;;A1-A3;true;false;false;false
55141e01-120e-4766-a4ec-15f62d40017a;00.01.001;Tensar TriAX TX 190L-G Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;null;bacbd9e0-7e4b-4cad-b1b3-e8acbbc7778d;Tensar TriAX TX 190L-G Geogitter;;0,434;;0,01;;;;A1-A3;true;false;false;false
9acfcfb5-e1ad-4490-bad1-096a76cf23b6;00.01.001;Tensar TriAX TX 190L-GD Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;null;8e784010-1862-4776-af1d-6db533ddea3e;Tensar TriAX TX 190L-GD Geogitter;;1;;0,01;;;;A1-A3;true;false;false;false
54611e43-ebcd-41a4-a16c-356e8780e3c9;00.01.001;Tensar TriAX TX 190L-GN Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;null;3be03e0c-368d-43bf-934b-2589085a224c;Tensar TriAX TX 190L-GN Geogitter;;0,628;;0,01;;;;A1-A3;true;false;false;false
63bb567f-e2c7-46c7-947f-edf620f1064f;00.01.001;Tensar TriAX TX 5 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;null;95a159c4-efb9-401f-80a5-ddb297f95710;Tensar TriAX TX 5 Geogitter;;0,189;;0,01;;;;A1-A3;true;false;false;false
ffd9a444-d0cb-47a2-bc25-32c19c85979b;00.01.001;Tensar TriAX TX 7 Geogitter;Kunststoffe / Folien und Vliese / Technische Textilien;specific dataset;1;null;95a159c4-efb9-401f-80a5-ddb297f95710;Tensar TriAX TX 5 Geogitter;;0,189;;0,01;;;;A1-A3;true;false;false;false
2d22c5e2-ffd0-4f70-903d-a5d553f439dd;00.00.005;Baufritz HOIZ Hobelspandämmung;Dämmstoffe / Holzfasern / Holzfasern und Holzspäne, lose;specific dataset;1;m3;a853cc64-6c7b-4574-a147-982fc9d657af;Baufritz HOIZ Hobelspandämmung;;;70;;;;;A1-A3;true;false;false;false
d9fd76f0-190d-437d-bb07-549963b32d65;00.02.000;Beton der Druckfestigkeitsklasse C 20/25;Mineralische Baustoffe / Mörtel und Beton / Beton;average dataset;1;m3;50452ecf-44b6-a7a2-e8e2-5f175e524664;1 m³ Konstruktionsbeton C 20/25;;;2400;;;;0,000412;A1-A3;true;false;false;false
2b2d1f3f-ab92-449d-8a2e-cd7e85818406;00.02.000;Beton der Druckfestigkeitsklasse C 50/60;Mineralische Baustoffe / Mörtel und Beton / Beton;average dataset;1;m3;4d4c8c94-6f01-6099-ee6c-a39d72ed9785;1 m³ Konstruktionsbeton C 50/60;;;2400;;;;0,000412;A1-A3;true;false;false;false
b6096c9c-1248-4ce1-9c2d-f4a48aade80f;00.02.000;Beton der Druckfestigkeitsklasse C 30/37;Mineralische Baustoffe / Mörtel und Beton / Beton;average dataset;1;m3;2c23fb13-3d5f-b822-4c28-42c0faab3194;1 m³ Konstruktionsbeton C 30/37;;;2400;;;;0,000412;A1-A3;true;false;false;false
ec17f51c-27ff-4729-977e-cd0e273c2ee3;00.03.000;ROCKWOOL Steinwolle-Dämmstoff im niedrigen Rohdichtebereich;Dämmstoffe / Mineralwolle / Steinwolle;average dataset;1;m3;95de206f-6418-fabc-1399-ebf5c8fbdf08;ROCKWOOL-Steinwolle, 39 kg/m³;;;39;;;;0,02564;A1-A3;true;false;false;false
a3662e98-9dc9-412f-9603-47f653f3db7f;00.03.000;Beton der Druckfestigkeitsklasse C 45/55;Mineralische Baustoffe / Mörtel und Beton / Beton;average dataset;1;m3;f337437f-0074-8b0a-edd5-7c15c5baec54;1 m³ Konstruktionsbeton C 45/55;;;2400;;;;0,000412;A1-A3;true;false;false;false
